mark,role,session_tercile_ticks,out_symbol,K,n,mean,median,frac_pos,t_stat,boot_mean_lo,boot_mean_hi
Mark 14,as_seller,S2_mid_third_ticks,HYDROGEL_PACK,100,168,0.13690476190476192,0.0,0.4880952380952381,0.10490261437572873,-2.7529761904761907,2.7916666666666665
Mark 14,as_seller,S2_mid_third_ticks,HYDROGEL_PACK,20,168,0.06845238095238096,0.75,0.5119047619047619,0.10392312727024901,-1.255952380952381,1.375
Mark 55,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,185,-0.062162162162162166,0.0,0.4972972972972973,-0.09311210052706906,-1.4783783783783784,1.2486486486486486
Mark 55,as_buyer,S2_mid_third_ticks,x,100,185,-0.062162162162162166,0.0,0.4972972972972973,-0.09311210052706906,-1.4783783783783784,1.2486486486486486
Mark 38,as_seller,S3_late_third_ticks,x,20,243,-0.026748971193415638,0.0,0.4732510288065844,-0.09084786897637333,-0.5534979423868313,0.5411522633744856
Mark 38,as_buyer,S1_early_third_ticks,VEV_4000,20,79,-0.0379746835443038,0.0,0.4177215189873418,-0.08852588952189933,-0.879746835443038,0.810126582278481
Mark 14,as_buyer,S1_early_third_ticks,VEV_4000,100,76,0.07236842105263158,0.5,0.5,0.08558624319708294,-1.4671052631578947,1.5789473684210527
Mark 38,as_seller,S1_early_third_ticks,VEV_4000,100,76,0.07236842105263158,0.5,0.5,0.08558624319708294,-1.4671052631578947,1.5789473684210527
Mark 14,as_seller,S1_early_third_ticks,HYDROGEL_PACK,5,166,-0.024096385542168676,0.0,0.4578313253012048,-0.08014585244561055,-0.5843373493975904,0.5843373493975904
Mark 22,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,12,-0.08333333333333333,0.5,0.5,-0.079124405838635,-2.0833333333333335,1.875
Mark 14,as_seller,S1_early_third_ticks,VEV_4000,100,78,-0.07051282051282051,0.5,0.5128205128205128,-0.07580365580451844,-1.9679487179487178,1.5320512820512822
Mark 14,as_seller,S1_early_third_ticks,VEV_4000,20,78,-0.03205128205128205,0.0,0.4230769230769231,-0.07377254523897873,-0.8846153846153846,0.782051282051282
Mark 01,as_seller,S3_late_third_ticks,VELVETFRUIT_EXTRACT,5,83,-0.018072289156626505,-0.5,0.40963855421686746,-0.07209047581471119,-0.536144578313253,0.46987951807228917
Mark 01,as_seller,S3_late_third_ticks,x,5,83,-0.018072289156626505,-0.5,0.40963855421686746,-0.07209047581471119,-0.536144578313253,0.46987951807228917
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5300,100,57,0.02631578947368421,0.0,0.49122807017543857,0.07197491597174452,-0.5964912280701754,0.6842105263157895
Mark 38,as_buyer,S1_early_third_ticks,HYDROGEL_PACK,5,170,-0.020588235294117647,0.0,0.4588235294117647,-0.06882767518774625,-0.5823529411764706,0.5764705882352941
Mark 01,as_seller,S1_early_third_ticks,VELVETFRUIT_EXTRACT,20,83,0.030120481927710843,0.0,0.46987951807228917,0.06563845081933489,-0.891566265060241,0.8132530120481928
Mark 01,as_seller,S1_early_third_ticks,x,20,83,0.030120481927710843,0.0,0.46987951807228917,0.06563845081933489,-0.891566265060241,0.8132530120481928
Mark 22,as_seller,S1_early_third_ticks,VEV_5400,20,92,0.005434782608695652,0.0,0.33695652173913043,0.059331048371315885,-0.1793478260869565,0.1793478260869565
Mark 14,as_buyer,S3_late_third_ticks,VEV_4000,5,76,0.013157894736842105,0.0,0.4342105263157895,0.05027135987432852,-0.4473684210526316,0.5328947368421053
Mark 38,as_seller,S3_late_third_ticks,VEV_4000,5,76,0.013157894736842105,0.0,0.4342105263157895,0.05027135987432852,-0.4473684210526316,0.5328947368421053
Mark 67,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,100,45,0.05555555555555555,-0.5,0.4444444444444444,0.04876229532824474,-1.8444444444444446,2.1222222222222222
Mark 67,as_buyer,S2_mid_third_ticks,x,100,45,0.05555555555555555,-0.5,0.4444444444444444,0.04876229532824474,-1.8444444444444446,2.1222222222222222
Mark 55,as_buyer,S2_mid_third_ticks,VELVETFRUIT_EXTRACT,5,185,-0.005405405405405406,0.0,0.43783783783783786,-0.03639189256791202,-0.33783783783783783,0.24324324324324326
Mark 55,as_buyer,S2_mid_third_ticks,x,5,185,-0.005405405405405406,0.0,0.43783783783783786,-0.03639189256791202,-0.33783783783783783,0.24324324324324326
Mark 14,as_buyer,S3_late_third_ticks,x,100,365,-0.01643835616438356,0.0,0.4767123287671233,-0.030764331262095095,-1.0191780821917809,1.0643835616438355
Mark 67,as_buyer,S1_early_third_ticks,VELVETFRUIT_EXTRACT,100,58,-0.034482758620689655,1.0,0.5517241379310345,-0.02856575280417567,-2.189655172413793,2.043103448275862
Mark 67,as_buyer,S1_early_third_ticks,x,100,58,-0.034482758620689655,1.0,0.5517241379310345,-0.02856575280417567,-2.189655172413793,2.043103448275862
Mark 22,as_buyer,S1_early_third_ticks,x,20,16,0.03125,0.5,0.5,0.028490914983427425,-1.96875,1.9375
Mark 22,as_seller,S2_mid_third_ticks,VEV_5200,100,26,0.019230769230769232,0.5,0.5384615384615384,0.016140373132939822,-2.230769230769231,2.1923076923076925
Mark 38,as_buyer,S1_early_third_ticks,x,5,253,-0.001976284584980237,0.0,0.4505928853754941,-0.01543846187375544,-0.24110671936758893,0.2766798418972332
Mark 38,as_buyer,S1_early_third_ticks,VEV_4000,100,79,0.012658227848101266,0.5,0.5189873417721519,0.013727433798301467,-1.6139240506329113,1.6772151898734178
Mark 14,as_buyer,S3_late_third_ticks,x,5,373,-0.0013404825737265416,0.0,0.4128686327077748,-0.01162410515997235,-0.2158176943699732,0.21983914209115282
Mark 38,as_buyer,S2_mid_third_ticks,HYDROGEL_PACK,100,169,-0.008875739644970414,0.0,0.48520710059171596,-0.006798806007162153,-2.57396449704142,2.5177514792899407
Mark 14,as_buyer,S2_mid_third_ticks,x,20,380,0.0013157894736842105,0.0,0.43157894736842106,0.005852073488089983,-0.42894736842105263,0.4723684210526316
Mark 38,as_buyer,S1_early_third_ticks,x,100,253,0.001976284584980237,0.0,0.4980237154150198,0.003962494797705712,-0.9782608695652174,1.0059288537549407
Mark 01,as_buyer,S2_mid_third_ticks,VEV_6000,5,112,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_6000,5,112,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S2_mid_third_ticks,VEV_6000,20,112,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_6000,20,112,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S2_mid_third_ticks,VEV_6000,100,112,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_6000,100,112,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S2_mid_third_ticks,VEV_6500,5,112,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_6500,5,112,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S2_mid_third_ticks,VEV_6500,20,112,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_6500,20,112,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S2_mid_third_ticks,VEV_6500,100,112,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_6500,100,112,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S1_early_third_ticks,VEV_6000,5,105,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S1_early_third_ticks,VEV_6000,5,105,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S1_early_third_ticks,VEV_6000,20,105,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S1_early_third_ticks,VEV_6000,20,105,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S1_early_third_ticks,VEV_6000,100,105,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S1_early_third_ticks,VEV_6000,100,105,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S1_early_third_ticks,VEV_6500,5,105,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S1_early_third_ticks,VEV_6500,5,105,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S1_early_third_ticks,VEV_6500,20,105,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S1_early_third_ticks,VEV_6500,20,105,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S1_early_third_ticks,VEV_6500,100,105,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S1_early_third_ticks,VEV_6500,100,105,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S2_mid_third_ticks,VEV_5400,100,101,0.0,0.0,0.38613861386138615,0.0,-0.24257425742574257,0.23267326732673269
Mark 01,as_buyer,S3_late_third_ticks,VEV_6000,5,100,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S3_late_third_ticks,VEV_6000,5,100,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S3_late_third_ticks,VEV_6000,20,100,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S3_late_third_ticks,VEV_6000,20,100,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S3_late_third_ticks,VEV_6500,5,100,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S3_late_third_ticks,VEV_6500,5,100,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S3_late_third_ticks,VEV_6500,20,100,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S3_late_third_ticks,VEV_6500,20,100,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S2_mid_third_ticks,VEV_5400,20,99,0.0,0.0,0.21212121212121213,0.0,-0.1111111111111111,0.1111111111111111
Mark 22,as_seller,S3_late_third_ticks,VEV_5500,5,98,0.0,0.0,0.07142857142857142,0.0,-0.04081632653061224,0.04591836734693878
Mark 01,as_buyer,S3_late_third_ticks,VEV_5500,5,97,0.0,0.0,0.07216494845360824,0.0,-0.04639175257731959,0.04639175257731959
Mark 01,as_buyer,S3_late_third_ticks,VEV_6000,100,97,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S3_late_third_ticks,VEV_6000,100,97,0.0,0.0,0.0,,0.0,0.0
Mark 01,as_buyer,S3_late_third_ticks,VEV_6500,100,97,0.0,0.0,0.0,,0.0,0.0
Mark 22,as_seller,S3_late_third_ticks,VEV_6500,100,97,0.0,0.0,0.0,,0.0,0.0
