day,timestamp,s5200,s5300,s_ext,m_ext
2,815100,3.0,1.0,5.0,5241.5
2,69600,3.0,3.0,5.0,5257.5
2,910400,3.0,2.0,5.0,5277.5
2,13700,3.0,2.0,5.0,5265.5
2,747900,3.0,2.0,6.0,5213.0
2,127700,3.0,2.0,5.0,5255.5
2,496100,3.0,2.0,5.0,5244.5
2,812500,2.0,2.0,5.0,5248.5
2,639900,2.0,2.0,6.0,5247.0
2,948800,3.0,2.0,6.0,5275.0
2,810000,3.0,2.0,3.0,5254.5
2,737700,3.0,2.0,5.0,5222.5
2,510000,2.0,2.0,5.0,5235.5
2,627900,2.0,2.0,5.0,5247.5
2,568100,2.0,2.0,5.0,5226.5
2,855400,3.0,2.0,5.0,5256.5
2,798600,3.0,2.0,5.0,5240.5
2,328400,3.0,2.0,5.0,5267.5
2,304400,4.0,2.0,5.0,5269.5
2,113900,3.0,2.0,5.0,5257.5
2,183900,3.0,2.0,2.0,5262.0
2,587000,3.0,1.0,5.0,5212.5
2,124900,3.0,2.0,5.0,5261.5
2,138900,3.0,2.0,6.0,5257.0
2,546300,3.0,2.0,5.0,5239.5
2,646200,2.0,2.0,5.0,5246.5
2,144200,3.0,2.0,6.0,5262.0
2,990300,3.0,2.0,5.0,5288.5
2,886500,3.0,2.0,5.0,5262.5
2,910800,3.0,2.0,5.0,5277.5
2,174400,3.0,2.0,5.0,5278.5
2,504800,3.0,2.0,5.0,5235.5
2,435800,2.0,2.0,6.0,5241.0
2,623000,3.0,2.0,5.0,5237.5
2,579200,3.0,2.0,2.0,5216.0
2,938100,3.0,2.0,5.0,5274.5
2,742400,2.0,2.0,5.0,5213.5
2,674400,3.0,2.0,5.0,5269.5
2,708500,3.0,2.0,6.0,5263.0
2,267500,3.0,3.0,6.0,5284.0
2,574500,3.0,2.0,5.0,5231.5
2,989100,3.0,3.0,5.0,5287.5
2,133800,3.0,2.0,5.0,5256.5
2,395300,3.0,2.0,5.0,5243.5
2,120800,3.0,2.0,5.0,5256.5
2,645900,3.0,2.0,5.0,5246.5
2,822600,3.0,2.0,5.0,5252.5
2,456000,2.0,2.0,5.0,5241.5
2,324100,4.0,2.0,5.0,5268.5
2,695600,3.0,2.0,5.0,5269.5
2,638700,3.0,2.0,5.0,5246.5
2,643400,3.0,2.0,5.0,5241.5
2,211600,3.0,3.0,5.0,5266.5
2,544000,2.0,2.0,5.0,5241.5
2,792100,2.0,2.0,5.0,5242.5
2,907900,3.0,2.0,5.0,5279.5
2,142100,3.0,3.0,5.0,5258.5
2,203100,3.0,2.0,5.0,5260.5
2,842800,3.0,2.0,2.0,5256.0
2,974900,3.0,2.0,5.0,5271.5
2,124700,3.0,2.0,5.0,5261.5
2,260100,3.0,2.0,5.0,5277.5
2,319000,3.0,2.0,5.0,5271.5
2,139900,3.0,2.0,5.0,5256.5
2,98900,3.0,3.0,5.0,5264.5
2,123000,3.0,2.0,6.0,5262.0
2,412300,3.0,2.0,5.0,5224.5
2,280000,4.0,2.0,5.0,5267.5
2,313200,3.0,3.0,5.0,5271.5
2,471100,2.0,2.0,5.0,5233.5
2,47300,3.0,2.0,6.0,5258.0
2,865900,3.0,2.0,5.0,5258.5
2,247500,3.0,2.0,5.0,5278.5
2,741800,3.0,2.0,5.0,5216.5
2,112500,3.0,2.0,5.0,5257.5
2,734500,3.0,2.0,2.0,5232.0
2,517100,3.0,2.0,2.0,5245.0
2,613900,2.0,1.0,5.0,5243.5
2,667200,3.0,2.0,5.0,5256.5
2,614700,3.0,2.0,5.0,5244.5
2,66900,3.0,3.0,5.0,5254.5
2,807100,3.0,2.0,6.0,5261.0
2,332100,3.0,2.0,5.0,5270.5
2,723400,2.0,2.0,5.0,5238.5
2,334700,3.0,2.0,5.0,5270.5
2,487700,3.0,2.0,5.0,5235.5
2,123200,3.0,3.0,5.0,5262.5
2,469300,2.0,2.0,5.0,5235.5
2,754100,3.0,2.0,5.0,5222.5
2,929400,3.0,2.0,5.0,5279.5
2,700100,3.0,2.0,5.0,5270.5
2,131900,3.0,2.0,3.0,5257.5
2,645500,3.0,2.0,2.0,5244.0
2,985800,3.0,2.0,5.0,5278.5
2,586400,2.0,2.0,5.0,5213.5
2,439200,3.0,2.0,5.0,5239.5
2,508700,3.0,2.0,5.0,5235.5
2,67700,3.0,3.0,5.0,5259.5
2,602200,3.0,2.0,5.0,5246.5
2,262600,3.0,2.0,5.0,5279.5
2,725200,3.0,2.0,5.0,5235.5
2,577600,3.0,1.0,6.0,5226.0
2,859300,3.0,2.0,6.0,5255.0
2,913800,3.0,2.0,5.0,5282.5
2,457200,2.0,2.0,6.0,5238.0
2,12300,3.0,2.0,5.0,5268.5
2,482100,3.0,2.0,5.0,5250.5
2,616500,3.0,2.0,6.0,5235.0
2,903800,3.0,2.0,5.0,5283.5
2,170300,3.0,2.0,5.0,5268.5
2,402600,2.0,2.0,5.0,5227.5
2,307100,3.0,2.0,5.0,5269.5
2,253600,3.0,2.0,5.0,5265.5
2,25400,3.0,2.0,5.0,5266.5
2,788900,2.0,2.0,6.0,5244.0
2,106700,3.0,3.0,5.0,5260.5
2,459500,2.0,2.0,5.0,5241.5
2,990100,4.0,3.0,5.0,5289.5
2,25300,3.0,2.0,5.0,5265.5
2,847200,3.0,2.0,5.0,5260.5
2,224000,3.0,2.0,5.0,5261.5
2,881400,3.0,2.0,5.0,5251.5
2,835800,3.0,2.0,5.0,5254.5
2,378200,2.0,2.0,6.0,5250.0
2,208200,3.0,2.0,5.0,5268.5
2,207600,3.0,2.0,5.0,5269.5
2,692300,3.0,2.0,5.0,5268.5
2,950800,3.0,3.0,5.0,5274.5
2,23700,3.0,2.0,6.0,5264.0
2,565300,3.0,2.0,5.0,5236.5
2,418000,3.0,2.0,5.0,5231.5
2,188100,3.0,3.0,6.0,5256.0
2,160500,3.0,3.0,5.0,5272.5
2,288900,3.0,2.0,5.0,5273.5
2,375000,3.0,2.0,5.0,5251.5
2,871700,3.0,2.0,5.0,5250.5
2,471300,2.0,2.0,5.0,5233.5
2,570100,2.0,1.0,5.0,5228.5
2,463900,3.0,2.0,5.0,5238.5
2,286100,3.0,2.0,3.0,5279.5
2,781400,3.0,2.0,6.0,5238.0
2,997800,3.0,2.0,5.0,5299.5
2,728900,3.0,2.0,3.0,5227.5
2,949100,3.0,2.0,5.0,5274.5
2,851300,3.0,2.0,5.0,5256.5
2,344800,4.0,2.0,6.0,5269.0
2,866800,3.0,2.0,5.0,5257.5
2,60200,3.0,2.0,5.0,5242.5
2,999800,4.0,2.0,5.0,5296.5
2,140100,3.0,2.0,5.0,5257.5
2,995600,3.0,2.0,5.0,5287.5
2,324600,3.0,2.0,5.0,5270.5
2,944800,3.0,2.0,5.0,5274.5
2,438000,2.0,2.0,5.0,5237.5
2,840400,3.0,2.0,5.0,5257.5
2,550300,3.0,2.0,6.0,5232.0
2,762600,2.0,1.0,5.0,5227.5
2,833800,3.0,2.0,5.0,5255.5
2,746800,3.0,2.0,5.0,5210.5
2,317100,3.0,2.0,5.0,5274.5
2,622200,3.0,2.0,6.0,5232.0
2,282700,3.0,2.0,6.0,5269.0
2,837700,3.0,3.0,5.0,5258.5
2,35300,3.0,2.0,5.0,5267.5
2,175400,3.0,2.0,5.0,5278.5
2,283000,4.0,3.0,5.0,5270.5
2,656900,3.0,2.0,5.0,5253.5
2,264500,3.0,2.0,5.0,5285.5
2,875500,3.0,2.0,5.0,5248.5
2,426000,2.0,2.0,6.0,5234.0
2,371800,2.0,2.0,5.0,5252.5
2,469400,3.0,2.0,5.0,5235.5
2,989600,3.0,2.0,5.0,5288.5
2,292700,3.0,2.0,5.0,5270.5
2,905800,3.0,3.0,5.0,5277.5
2,92900,4.0,2.0,5.0,5270.5
2,628500,2.0,2.0,5.0,5247.5
2,906200,4.0,2.0,5.0,5278.5
2,215400,3.0,2.0,5.0,5265.5
2,46200,3.0,2.0,5.0,5255.5
2,209800,3.0,2.0,5.0,5267.5
2,472100,3.0,2.0,5.0,5236.5
2,77900,3.0,2.0,5.0,5255.5
2,981100,3.0,2.0,5.0,5274.5
2,344900,3.0,2.0,5.0,5267.5
2,761200,3.0,2.0,5.0,5223.5
2,860100,3.0,2.0,5.0,5253.5
2,624500,3.0,2.0,6.0,5238.0
2,745900,2.0,1.0,6.0,5215.0
2,873600,1.0,2.0,3.0,5248.5
2,57600,3.0,2.0,5.0,5248.5
2,982200,4.0,2.0,6.0,5273.0
2,565700,3.0,2.0,5.0,5236.5
2,279300,2.0,2.0,3.0,5273.5
2,192800,3.0,2.0,5.0,5264.5
2,393500,3.0,2.0,6.0,5243.0
2,237100,3.0,2.0,2.0,5270.0
2,628000,3.0,2.0,5.0,5247.5
2,138700,3.0,2.0,6.0,5259.0
2,416800,2.0,2.0,5.0,5235.5
2,320400,4.0,2.0,5.0,5277.5
2,763400,2.0,2.0,6.0,5223.0
2,361500,3.0,3.0,5.0,5264.5
2,492600,3.0,2.0,5.0,5240.5
2,548500,2.0,2.0,5.0,5238.5
2,2700,3.0,2.0,6.0,5272.0
2,596600,2.0,2.0,5.0,5229.5
2,980700,3.0,2.0,5.0,5274.5
2,812600,2.0,2.0,6.0,5248.0
2,869400,2.0,2.0,5.0,5249.5
2,95300,3.0,2.0,6.0,5261.0
2,936000,3.0,2.0,5.0,5275.5
2,578200,2.0,1.0,5.0,5225.5
2,312800,4.0,2.0,3.0,5271.5
2,199200,3.0,2.0,6.0,5263.0
2,926400,3.0,3.0,5.0,5278.5
2,870200,2.0,2.0,5.0,5246.5
2,327100,3.0,2.0,5.0,5263.5
2,246000,3.0,2.0,6.0,5273.0
2,895300,3.0,2.0,6.0,5268.0
2,416900,2.0,2.0,5.0,5235.5
2,929000,3.0,2.0,6.0,5280.0
2,61900,2.0,2.0,5.0,5249.5
2,103200,3.0,2.0,5.0,5265.5
2,707200,3.0,2.0,6.0,5261.0
2,20400,3.0,2.0,5.0,5269.5
2,895900,3.0,2.0,3.0,5273.5
2,597700,3.0,2.0,5.0,5233.5
2,461000,2.0,2.0,5.0,5236.5
2,922400,4.0,2.0,5.0,5286.5
2,935700,3.0,2.0,6.0,5276.0
2,502500,3.0,2.0,5.0,5243.5
2,497800,2.0,2.0,3.0,5245.5
2,616800,3.0,2.0,5.0,5234.5
2,700200,3.0,2.0,5.0,5268.5
2,567400,2.0,2.0,5.0,5230.5
2,254700,3.0,2.0,5.0,5267.5
2,355100,3.0,2.0,6.0,5262.0
2,380400,3.0,2.0,5.0,5252.5
2,146600,3.0,2.0,5.0,5262.5
2,406600,3.0,2.0,5.0,5226.5
2,743900,2.0,2.0,6.0,5212.0
2,427200,3.0,2.0,2.0,5236.0
2,910600,4.0,3.0,6.0,5276.0
2,267400,3.0,2.0,5.0,5285.5
2,262100,3.0,2.0,5.0,5282.5
2,200,3.0,2.0,5.0,5265.5
2,685000,3.0,2.0,5.0,5274.5
2,628100,3.0,2.0,5.0,5248.5
2,32400,3.0,2.0,5.0,5266.5
2,81100,3.0,3.0,5.0,5264.5
2,783800,2.0,2.0,5.0,5242.5
2,508100,2.0,2.0,5.0,5239.5
2,718800,2.0,2.0,5.0,5243.5
2,166800,3.0,2.0,5.0,5271.5
2,709700,3.0,2.0,5.0,5258.5
2,246700,3.0,2.0,6.0,5278.0
2,830200,3.0,2.0,5.0,5251.5
2,218200,3.0,2.0,5.0,5264.5
2,451600,2.0,2.0,6.0,5241.0
2,262300,3.0,3.0,5.0,5283.5
2,359100,3.0,2.0,5.0,5262.5
2,990000,3.0,3.0,5.0,5289.5
2,629300,3.0,2.0,5.0,5244.5
2,807300,3.0,2.0,5.0,5260.5
2,775200,3.0,2.0,5.0,5237.5
2,154000,3.0,2.0,5.0,5269.5
2,699000,3.0,2.0,6.0,5272.0
2,756800,2.0,2.0,5.0,5219.5
2,717700,3.0,2.0,5.0,5245.5
2,833900,2.0,2.0,5.0,5256.5
2,672100,3.0,3.0,5.0,5264.5
2,409900,2.0,1.0,6.0,5226.0
2,919800,4.0,3.0,6.0,5283.0
2,862100,3.0,2.0,5.0,5255.5
2,844800,3.0,2.0,5.0,5262.5
2,985100,3.0,2.0,6.0,5278.0
2,738900,3.0,2.0,5.0,5217.5
2,181200,3.0,3.0,1.0,5266.5
2,637000,3.0,2.0,5.0,5244.5
2,903200,3.0,2.0,6.0,5283.0
2,270400,4.0,2.0,5.0,5280.5
2,563700,3.0,2.0,6.0,5236.0
2,932100,4.0,2.0,5.0,5277.5
2,944300,3.0,2.0,5.0,5273.5
2,686600,3.0,3.0,5.0,5274.5
2,959700,3.0,2.0,6.0,5272.0
2,9500,3.0,2.0,5.0,5263.5
2,11500,3.0,2.0,5.0,5267.5
2,394700,3.0,2.0,5.0,5244.5
2,315800,4.0,2.0,6.0,5273.0
2,184000,3.0,2.0,5.0,5262.5
2,985600,3.0,2.0,5.0,5275.5
2,201100,3.0,2.0,5.0,5259.5
2,885000,3.0,2.0,5.0,5256.5
2,922100,3.0,2.0,5.0,5286.5
2,950500,3.0,2.0,5.0,5273.5
2,656500,3.0,2.0,5.0,5252.5
2,881800,3.0,2.0,5.0,5250.5
2,583000,3.0,2.0,5.0,5221.5
2,914200,4.0,2.0,5.0,5281.5
2,432900,2.0,2.0,5.0,5239.5
2,739000,2.0,2.0,5.0,5219.5
2,779900,2.0,2.0,5.0,5242.5
2,265800,4.0,2.0,5.0,5287.5
2,657800,3.0,1.0,6.0,5252.0
2,73800,3.0,2.0,5.0,5256.5
2,303000,3.0,2.0,3.0,5266.5
2,922800,3.0,3.0,2.0,5281.0
2,747400,2.0,2.0,5.0,5211.5
2,465700,3.0,2.0,5.0,5238.5
2,651600,3.0,2.0,5.0,5247.5
2,827100,3.0,2.0,6.0,5253.0
2,286400,4.0,2.0,5.0,5276.5
2,80900,3.0,2.0,5.0,5263.5
2,956000,3.0,2.0,2.0,5275.0
2,388300,3.0,2.0,6.0,5239.0
2,238800,3.0,2.0,5.0,5263.5
2,227800,3.0,2.0,6.0,5260.0
2,975200,3.0,2.0,5.0,5270.5
2,203400,3.0,2.0,3.0,5261.5
2,422600,2.0,2.0,5.0,5232.5
2,326800,3.0,2.0,5.0,5262.5
2,736600,2.0,2.0,5.0,5225.5
2,798100,3.0,2.0,5.0,5238.5
2,835100,3.0,2.0,5.0,5257.5
2,411700,2.0,2.0,5.0,5225.5
2,291900,3.0,2.0,5.0,5271.5
2,697400,3.0,2.0,5.0,5274.5
2,30500,3.0,3.0,5.0,5262.5
2,548300,2.0,2.0,6.0,5240.0
2,953400,3.0,2.0,5.0,5277.5
2,209300,3.0,2.0,4.0,5269.0
2,750600,2.0,2.0,6.0,5217.0
2,551000,2.0,1.0,5.0,5239.5
2,524600,3.0,2.0,1.0,5243.5
2,74700,3.0,2.0,6.0,5256.0
2,310800,3.0,2.0,5.0,5269.5
2,251000,3.0,3.0,5.0,5272.5
2,805200,3.0,2.0,5.0,5257.5
2,651100,3.0,1.0,1.0,5239.5
2,700600,3.0,3.0,5.0,5265.5
2,573700,2.0,2.0,5.0,5234.5
2,301400,3.0,2.0,5.0,5266.5
2,451100,3.0,2.0,5.0,5243.5
2,627000,3.0,2.0,6.0,5243.0
2,38600,3.0,2.0,6.0,5267.0
2,648800,3.0,2.0,5.0,5244.5
2,781900,3.0,2.0,3.0,5236.5
2,598200,3.0,2.0,5.0,5236.5
2,733500,3.0,2.0,5.0,5230.5
2,606800,3.0,1.0,5.0,5248.5
2,496800,3.0,2.0,5.0,5245.5
2,854800,3.0,2.0,5.0,5255.5
2,712700,3.0,2.0,5.0,5253.5
2,402000,2.0,2.0,5.0,5229.5
2,162000,4.0,2.0,5.0,5267.5
2,22400,4.0,3.0,5.0,5269.5
2,7200,3.0,2.0,5.0,5270.5
2,912600,3.0,2.0,1.0,5277.5
2,120300,3.0,3.0,5.0,5255.5
2,725000,2.0,2.0,5.0,5236.5
2,293100,3.0,2.0,5.0,5271.5
2,725600,3.0,2.0,5.0,5235.5
2,459900,3.0,1.0,5.0,5239.5
2,299700,3.0,2.0,6.0,5272.0
2,744900,2.0,2.0,2.0,5209.0
2,738000,2.0,2.0,5.0,5222.5
2,196600,3.0,2.0,5.0,5263.5
2,738200,3.0,2.0,5.0,5223.5
2,764300,2.0,2.0,5.0,5226.5
2,467300,2.0,2.0,6.0,5235.0
2,635400,2.0,2.0,5.0,5246.5
2,96300,3.0,3.0,5.0,5264.5
2,222400,3.0,3.0,5.0,5259.5
2,744400,3.0,2.0,5.0,5208.5
2,629100,2.0,2.0,5.0,5245.5
2,614900,3.0,2.0,5.0,5241.5
2,976800,3.0,2.0,3.0,5272.5
2,140600,3.0,2.0,5.0,5257.5
2,218600,3.0,2.0,5.0,5264.5
2,239200,3.0,2.0,5.0,5261.5
2,884100,3.0,2.0,5.0,5256.5
2,117600,3.0,2.0,5.0,5259.5
2,979500,3.0,2.0,5.0,5270.5
2,153700,3.0,2.0,5.0,5270.5
2,652000,3.0,2.0,5.0,5242.5
2,817500,2.0,2.0,5.0,5243.5
2,917500,3.0,2.0,5.0,5284.5
2,624600,2.0,2.0,5.0,5237.5
2,786500,3.0,2.0,5.0,5245.5
2,497500,3.0,2.0,5.0,5243.5
2,721100,3.0,2.0,5.0,5237.5
2,238300,3.0,2.0,5.0,5266.5
2,369100,3.0,2.0,5.0,5256.5
2,994100,3.0,2.0,5.0,5281.5
2,179200,3.0,2.0,2.0,5269.0
2,461200,1.0,1.0,5.0,5235.5
2,907700,3.0,3.0,5.0,5278.5
2,184300,3.0,2.0,6.0,5262.0
2,785400,3.0,2.0,5.0,5244.5
2,862400,3.0,2.0,6.0,5255.0
2,191300,3.0,2.0,5.0,5261.5
2,675500,3.0,2.0,2.0,5269.0
2,348200,3.0,2.0,5.0,5268.5
2,132100,3.0,2.0,5.0,5257.5
2,936800,3.0,2.0,5.0,5272.5
2,584800,2.0,2.0,5.0,5216.5
2,669400,3.0,3.0,6.0,5262.0
2,144700,3.0,2.0,5.0,5265.5
2,883900,3.0,2.0,5.0,5256.5
2,232800,3.0,2.0,5.0,5263.5
2,283200,3.0,2.0,5.0,5272.5
2,402500,2.0,2.0,5.0,5227.5
2,136100,3.0,2.0,6.0,5255.0
2,678700,3.0,2.0,6.0,5273.0
2,675300,3.0,2.0,5.0,5269.5
2,538600,3.0,2.0,5.0,5244.5
2,431300,3.0,1.0,5.0,5235.5
2,609700,3.0,2.0,5.0,5249.5
2,436400,2.0,2.0,5.0,5239.5
2,464100,2.0,2.0,6.0,5238.0
2,870700,3.0,2.0,5.0,5250.5
2,112000,3.0,2.0,6.0,5261.0
2,223100,3.0,2.0,5.0,5261.5
2,916900,3.0,2.0,5.0,5285.5
2,697000,2.0,2.0,5.0,5270.5
2,526500,2.0,2.0,5.0,5250.5
2,903100,4.0,2.0,5.0,5283.5
2,781100,3.0,2.0,5.0,5238.5
2,443700,3.0,2.0,5.0,5238.5
2,135000,3.0,2.0,6.0,5259.0
2,216800,3.0,2.0,5.0,5264.5
2,839400,2.0,2.0,5.0,5253.5
2,347800,1.0,1.0,6.0,5265.0
2,312600,3.0,2.0,5.0,5272.5
2,628300,3.0,2.0,5.0,5246.5
2,614800,2.0,2.0,5.0,5242.5
2,290600,3.0,2.0,5.0,5271.5
2,198500,3.0,2.0,5.0,5264.5
2,544200,3.0,2.0,3.0,5243.5
2,166400,3.0,2.0,5.0,5269.5
2,155300,4.0,2.0,5.0,5274.5
2,728600,3.0,2.0,6.0,5232.0
2,586500,3.0,2.0,5.0,5214.5
2,421700,2.0,2.0,5.0,5229.5
2,83400,3.0,3.0,5.0,5267.5
2,821600,3.0,2.0,5.0,5253.5
2,843700,3.0,2.0,5.0,5257.5
2,811500,3.0,2.0,6.0,5249.0
2,7000,3.0,2.0,2.0,5270.0
2,500000,2.0,2.0,5.0,5245.5
2,938700,4.0,2.0,5.0,5276.5
2,964200,3.0,2.0,5.0,5269.5
2,522700,3.0,2.0,5.0,5246.5
2,51300,3.0,3.0,5.0,5264.5
2,174000,3.0,2.0,5.0,5275.5
2,363900,3.0,2.0,5.0,5258.5
2,644900,3.0,2.0,3.0,5246.5
2,173500,3.0,2.0,5.0,5274.5
2,810600,3.0,2.0,6.0,5255.0
2,643500,3.0,2.0,5.0,5242.5
2,493900,2.0,2.0,5.0,5242.5
2,429500,2.0,2.0,5.0,5235.5
2,34100,3.0,2.0,5.0,5271.5
2,850400,3.0,2.0,6.0,5256.0
2,261900,3.0,2.0,6.0,5280.0
2,15700,3.0,2.0,6.0,5270.0
2,311400,3.0,2.0,5.0,5267.5
2,350300,3.0,2.0,6.0,5264.0
2,290900,3.0,2.0,5.0,5271.5
2,199800,3.0,2.0,5.0,5263.5
2,275800,3.0,2.0,5.0,5273.5
2,178900,3.0,2.0,5.0,5273.5
2,95200,3.0,2.0,6.0,5262.0
2,669900,3.0,2.0,5.0,5264.5
2,997700,4.0,2.0,5.0,5299.5
2,515300,2.0,2.0,5.0,5245.5
2,970000,3.0,2.0,5.0,5262.5
2,927900,3.0,2.0,5.0,5277.5
2,494300,3.0,2.0,6.0,5241.0
2,948600,3.0,3.0,6.0,5275.0
2,411200,3.0,1.0,5.0,5226.5
2,960100,3.0,2.0,5.0,5270.5
2,919500,3.0,2.0,5.0,5282.5
2,304500,3.0,2.0,6.0,5270.0
2,969500,3.0,2.0,5.0,5263.5
2,184400,3.0,2.0,5.0,5261.5
2,168400,3.0,2.0,6.0,5271.0
2,334900,3.0,2.0,5.0,5270.5
2,662300,3.0,2.0,5.0,5251.5
2,490600,3.0,1.0,2.0,5239.0
2,939600,3.0,2.0,5.0,5271.5
2,27600,3.0,2.0,5.0,5265.5
2,179900,3.0,2.0,6.0,5269.0
2,379300,3.0,2.0,5.0,5250.5
2,579000,2.0,2.0,5.0,5218.5
2,560900,2.0,1.0,6.0,5237.0
2,508300,3.0,2.0,5.0,5238.5
2,175800,3.0,3.0,5.0,5277.5
2,741200,2.0,2.0,5.0,5213.5
2,401500,3.0,2.0,6.0,5230.0
2,497300,2.0,2.0,5.0,5245.5
2,821700,3.0,2.0,2.0,5255.0
2,294800,3.0,3.0,5.0,5270.5
2,39500,3.0,2.0,5.0,5264.5
2,494200,3.0,1.0,6.0,5241.0
2,451400,2.0,2.0,5.0,5239.5
2,802100,3.0,2.0,5.0,5254.5
2,133000,3.0,2.0,5.0,5257.5
2,984600,4.0,2.0,6.0,5276.0
2,551200,3.0,2.0,5.0,5238.5
2,287200,3.0,2.0,5.0,5278.5
2,88000,3.0,2.0,5.0,5270.5
2,806100,3.0,2.0,5.0,5261.5
2,971500,3.0,2.0,5.0,5259.5
2,897900,3.0,3.0,5.0,5277.5
2,702600,3.0,2.0,5.0,5263.5
2,274800,3.0,2.0,5.0,5275.5
2,207900,3.0,2.0,5.0,5270.5
2,368900,2.0,2.0,2.0,5256.0
2,621300,2.0,2.0,6.0,5229.0
2,124200,3.0,2.0,5.0,5261.5
2,722800,3.0,2.0,6.0,5239.0
2,185400,3.0,2.0,5.0,5261.5
2,918200,3.0,3.0,5.0,5285.5
2,67200,3.0,2.0,5.0,5256.5
2,638500,3.0,2.0,5.0,5246.5
2,764600,2.0,2.0,5.0,5226.5
2,770900,3.0,1.0,5.0,5233.5
2,597900,3.0,2.0,5.0,5235.5
2,104100,3.0,2.0,5.0,5260.5
2,483400,1.0,2.0,6.0,5246.0
2,574100,3.0,1.0,5.0,5235.5
2,202500,3.0,2.0,2.0,5259.0
2,908100,3.0,2.0,5.0,5279.5
2,278600,3.0,3.0,5.0,5269.5
2,980300,3.0,2.0,6.0,5275.0
2,381300,3.0,2.0,5.0,5250.5
2,815900,2.0,2.0,5.0,5243.5
2,668000,3.0,2.0,5.0,5260.5
2,398600,3.0,2.0,5.0,5233.5
2,707300,3.0,2.0,5.0,5261.5
2,637300,2.0,2.0,2.0,5244.0
2,19200,3.0,3.0,5.0,5269.5
2,367200,3.0,2.0,5.0,5260.5
2,969400,3.0,2.0,5.0,5262.5
2,137400,3.0,2.0,3.0,5263.5
2,787700,3.0,2.0,2.0,5245.0
2,900700,3.0,3.0,5.0,5284.5
2,334100,3.0,2.0,6.0,5270.0
2,204000,3.0,2.0,5.0,5259.5
2,667600,3.0,2.0,5.0,5257.5
2,435400,3.0,2.0,6.0,5240.0
2,501500,2.0,2.0,5.0,5242.5
2,796600,2.0,2.0,6.0,5241.0
2,494500,3.0,2.0,5.0,5240.5
2,93600,3.0,2.0,5.0,5267.5
2,24200,3.0,2.0,5.0,5265.5
2,409500,3.0,2.0,5.0,5226.5
2,942800,3.0,2.0,5.0,5271.5
2,51400,3.0,3.0,5.0,5264.5
2,939500,3.0,3.0,5.0,5272.5
2,487200,2.0,2.0,5.0,5237.5
2,321300,3.0,2.0,3.0,5273.5
2,205400,3.0,2.0,5.0,5264.5
2,597600,3.0,2.0,5.0,5233.5
2,988800,3.0,2.0,5.0,5286.5
2,244400,3.0,2.0,5.0,5274.5
2,68300,3.0,2.0,5.0,5258.5
2,199900,3.0,2.0,6.0,5262.0
2,936200,3.0,2.0,5.0,5273.5
2,948100,3.0,2.0,5.0,5276.5
2,873200,2.0,1.0,5.0,5247.5
2,985200,3.0,2.0,5.0,5279.5
2,655300,3.0,2.0,6.0,5251.0
2,688300,3.0,2.0,5.0,5272.5
2,41100,3.0,2.0,5.0,5253.5
2,572400,2.0,2.0,5.0,5237.5
2,702900,3.0,2.0,5.0,5264.5
2,14200,3.0,2.0,5.0,5266.5
2,570900,2.0,2.0,5.0,5228.5
2,406300,3.0,2.0,5.0,5230.5
2,497200,3.0,2.0,5.0,5244.5
2,634800,2.0,1.0,5.0,5243.5
2,33700,3.0,2.0,5.0,5268.5
2,511800,2.0,2.0,5.0,5234.5
2,274000,3.0,2.0,5.0,5279.5
2,8400,4.0,3.0,6.0,5271.0
2,698600,3.0,2.0,5.0,5272.5
2,404100,2.0,2.0,5.0,5234.5
2,618400,3.0,2.0,5.0,5237.5
2,606500,2.0,2.0,5.0,5247.5
2,49100,3.0,2.0,5.0,5258.5
2,37100,3.0,2.0,5.0,5266.5
2,277700,3.0,3.0,6.0,5270.0
2,866500,3.0,2.0,5.0,5258.5
2,758400,2.0,2.0,6.0,5216.0
2,386500,2.0,2.0,2.0,5242.0
2,556000,2.0,1.0,5.0,5242.5
2,569800,3.0,2.0,6.0,5228.0
2,376100,3.0,2.0,4.0,5255.0
2,599600,2.0,2.0,5.0,5244.5
2,77800,3.0,2.0,5.0,5254.5
2,678800,3.0,3.0,6.0,5274.0
2,587900,2.0,1.0,5.0,5212.5
2,34400,3.0,2.0,6.0,5272.0
2,163700,3.0,2.0,5.0,5276.5
2,224600,3.0,2.0,2.0,5262.0
2,972300,3.0,2.0,5.0,5268.5
2,436200,3.0,2.0,6.0,5240.0
2,425700,2.0,2.0,5.0,5237.5
2,25700,3.0,2.0,5.0,5266.5
2,592000,2.0,1.0,5.0,5220.5
2,594800,2.0,2.0,5.0,5220.5
2,155700,3.0,3.0,5.0,5274.5
2,895500,3.0,3.0,5.0,5268.5
2,640900,3.0,2.0,5.0,5243.5
2,861300,3.0,2.0,6.0,5254.0
2,44800,3.0,2.0,6.0,5258.0
2,143600,3.0,2.0,5.0,5260.5
2,808900,3.0,2.0,5.0,5259.5
2,228400,3.0,2.0,5.0,5256.5
2,354800,3.0,2.0,5.0,5261.5
2,734800,3.0,2.0,5.0,5230.5
2,615000,3.0,2.0,5.0,5241.5
2,348800,3.0,2.0,5.0,5265.5
2,819400,3.0,2.0,5.0,5250.5
2,23600,3.0,2.0,5.0,5262.5
2,162700,4.0,2.0,5.0,5268.5
2,901000,4.0,2.0,5.0,5283.5
2,440200,3.0,2.0,5.0,5237.5
2,375700,3.0,2.0,6.0,5253.0
2,528100,3.0,2.0,6.0,5245.0
2,731600,2.0,2.0,5.0,5229.5
