timestamp,s_VEV_5200,m_VEV_5200,s_VEV_5300,m_VEV_5300,s_VELVETFRUIT_EXTRACT,m_VELVETFRUIT_EXTRACT,day,s5200,s5300,m_ext,s_ext,joint_tight,m5200,m5300,fwd20_ext,fwd5_5300,fwd20_5300
663100,3,87.5,2,40.0,6,5248.0,2,3,2,5248.0,6,False,87.5,40.0,9.5,2.0,4.0
663200,3,88.5,2,41.0,6,5250.0,2,3,2,5250.0,6,False,88.5,41.0,7.0,1.0,3.0
663300,3,89.5,2,41.0,5,5251.5,2,3,2,5251.5,5,False,89.5,41.0,7.0,1.0,3.0
663400,3,90.5,2,42.0,6,5253.0,2,3,2,5253.0,6,False,90.5,42.0,3.5,0.0,2.0
663500,2,90.0,2,42.0,6,5252.0,2,2,2,5252.0,6,True,90.0,42.0,3.0,-0.5,1.5
663600,3,90.5,2,42.0,5,5252.5,2,3,2,5252.5,5,False,90.5,42.0,4.0,0.0,1.0
663700,3,90.5,2,42.0,3,5253.5,2,3,2,5253.5,3,False,90.5,42.0,3.0,-1.0,1.0
663800,2,90.0,2,42.0,5,5251.5,2,2,2,5251.5,5,True,90.0,42.0,5.0,-1.0,2.0
663900,3,90.5,2,42.0,5,5252.5,2,3,2,5252.5,5,False,90.5,42.0,4.5,0.0,2.0
664000,3,89.5,1,41.5,5,5251.5,2,3,1,5251.5,5,False,89.5,41.5,5.5,0.5,2.5
664100,3,90.5,2,42.0,6,5252.0,2,3,2,5252.0,6,False,90.5,42.0,4.5,0.0,1.5
664200,3,89.5,2,41.0,3,5252.5,2,3,2,5252.5,3,False,89.5,41.0,2.0,1.0,2.0
664300,3,89.5,2,41.0,5,5251.5,2,3,2,5251.5,5,False,89.5,41.0,3.0,2.0,2.0
664400,3,90.5,2,42.0,5,5252.5,2,3,2,5252.5,5,False,90.5,42.0,2.5,2.0,1.0
664500,3,90.5,2,42.0,5,5252.5,2,3,2,5252.5,5,False,90.5,42.0,2.5,2.0,1.0
664600,3,91.5,2,42.0,5,5253.5,2,3,2,5253.5,5,False,91.5,42.0,1.0,2.0,1.0
664700,3,91.5,2,42.0,5,5253.5,2,3,2,5253.5,5,False,91.5,42.0,1.0,2.0,1.0
664800,3,92.5,2,43.0,5,5255.5,2,3,2,5255.5,5,False,92.5,43.0,1.0,1.0,0.5
664900,3,93.5,2,44.0,6,5257.0,2,3,2,5257.0,6,False,93.5,44.0,-0.5,0.0,-1.0
665000,3,93.5,2,44.0,5,5257.5,2,3,2,5257.5,5,False,93.5,44.0,-2.5,-0.5,-1.0
665100,3,93.5,2,44.0,5,5257.5,2,3,2,5257.5,5,False,93.5,44.0,-1.5,-1.0,-1.0
665200,3,94.5,2,44.0,2,5257.0,2,3,2,5257.0,2,False,94.5,44.0,-0.5,-1.0,-1.0
665300,3,94.5,2,44.0,5,5258.5,2,3,2,5258.5,5,False,94.5,44.0,-3.0,0.0,-1.0
665400,3,93.5,2,44.0,5,5256.5,2,3,2,5256.5,5,False,93.5,44.0,0.5,0.0,-1.0
665500,2,93.0,3,43.5,2,5255.0,2,2,3,5255.0,2,False,93.0,43.5,2.0,0.5,0.0
665600,3,92.5,2,43.0,5,5256.5,2,3,2,5256.5,5,False,92.5,43.0,1.0,0.5,1.0
665700,3,92.5,2,43.0,5,5256.5,2,3,2,5256.5,5,False,92.5,43.0,1.0,0.0,1.0
665800,2,93.0,2,44.0,5,5256.5,2,2,2,5256.5,5,True,93.0,44.0,3.0,-1.0,0.0
665900,3,93.5,2,44.0,6,5257.0,2,3,2,5257.0,6,False,93.5,44.0,5.0,-1.0,1.0
666000,3,93.5,2,44.0,6,5257.0,2,3,2,5257.0,6,False,93.5,44.0,3.5,-1.0,1.0
666100,2,93.0,3,43.5,5,5256.5,2,2,3,5256.5,5,False,93.0,43.5,5.0,-0.5,1.5
666200,3,91.5,2,43.0,5,5254.5,2,3,2,5254.5,5,False,91.5,43.0,7.0,0.0,2.0
666300,3,91.5,2,43.0,5,5254.5,2,3,2,5254.5,5,False,91.5,43.0,6.0,0.5,2.0
666400,2,92.0,2,43.0,6,5255.0,2,2,2,5255.0,6,True,92.0,43.0,5.5,0.0,2.0
666500,2,92.0,2,43.0,6,5255.0,2,2,2,5255.0,6,True,92.0,43.0,5.5,0.0,1.5
666600,3,91.5,2,43.0,5,5254.5,2,3,2,5254.5,5,False,91.5,43.0,5.5,0.0,2.0
666700,3,91.5,2,43.0,5,5254.5,2,3,2,5254.5,5,False,91.5,43.0,7.0,0.0,2.0
666800,3,93.5,3,43.5,5,5256.5,2,3,3,5256.5,5,False,93.5,43.5,3.5,-0.5,1.5
666900,2,93.0,2,43.0,5,5256.5,2,2,2,5256.5,5,True,93.0,43.0,5.0,0.0,2.0
667000,2,92.0,2,43.0,6,5255.0,2,2,2,5255.0,6,True,92.0,43.0,9.0,0.5,3.0
667100,3,92.5,2,43.0,6,5256.0,2,3,2,5256.0,6,False,92.5,43.0,7.5,1.0,3.0
667200,3,92.5,2,43.0,5,5256.5,2,3,2,5256.5,5,False,92.5,43.0,7.0,1.0,3.0
667300,3,92.5,2,43.0,5,5255.5,2,3,2,5255.5,5,False,92.5,43.0,7.0,1.0,3.0
667400,3,93.5,2,43.0,6,5257.0,2,3,2,5257.0,6,False,93.5,43.0,5.0,2.0,2.5
667500,3,93.5,3,43.5,6,5257.0,2,3,3,5257.0,6,False,93.5,43.5,6.0,1.5,2.5
667600,3,93.5,2,44.0,5,5257.5,2,3,2,5257.5,5,False,93.5,44.0,6.0,1.0,2.0
667700,3,93.5,2,44.0,5,5257.5,2,3,2,5257.5,5,False,93.5,44.0,9.0,1.0,3.0
667800,3,94.5,2,44.0,5,5259.5,2,3,2,5259.5,5,False,94.5,44.0,4.0,1.0,2.0
667900,3,96.5,2,45.0,6,5262.0,2,3,2,5262.0,6,False,96.5,45.0,2.5,0.0,2.0
668000,3,95.5,2,45.0,5,5260.5,2,3,2,5260.5,5,False,95.5,45.0,5.0,-0.5,2.0
668100,3,96.5,2,45.0,5,5261.5,2,3,2,5261.5,5,False,96.5,45.0,3.0,0.0,2.0
668200,3,96.5,2,45.0,5,5261.5,2,3,2,5261.5,5,False,96.5,45.0,4.0,0.0,2.0
668300,3,95.5,2,45.0,5,5260.5,2,3,2,5260.5,5,False,95.5,45.0,4.5,0.0,2.0
668400,3,95.5,2,45.0,5,5260.5,2,3,2,5260.5,5,False,95.5,45.0,4.0,0.0,2.0
668500,2,95.0,3,44.5,3,5260.5,2,2,3,5260.5,3,False,95.0,44.5,6.0,1.5,3.0
668600,3,95.5,2,45.0,6,5260.0,2,3,2,5260.0,6,False,95.5,45.0,4.5,1.0,2.0
668700,2,96.0,2,45.0,5,5261.5,2,2,2,5261.5,5,True,96.0,45.0,5.0,1.0,2.0
668800,3,95.5,2,45.0,6,5260.0,2,3,2,5260.0,6,False,95.5,45.0,6.5,1.0,2.0
668900,3,96.5,2,45.0,5,5261.5,2,3,2,5261.5,5,False,96.5,45.0,4.0,0.5,2.0
669000,3,97.5,2,46.0,6,5264.0,2,3,2,5264.0,6,False,97.5,46.0,2.0,0.0,1.0
669100,3,97.5,2,46.0,5,5263.5,2,3,2,5263.5,5,False,97.5,46.0,2.0,0.0,1.0
669200,3,97.5,2,46.0,5,5263.5,2,3,2,5263.5,5,False,97.5,46.0,2.0,1.0,1.0
669300,3,96.5,2,46.0,5,5262.5,2,3,2,5262.5,5,False,96.5,46.0,3.0,0.0,1.0
669400,3,96.5,3,45.5,6,5262.0,2,3,3,5262.0,6,False,96.5,45.5,2.0,1.5,0.5
669500,3,97.5,2,46.0,6,5263.0,2,3,2,5263.0,6,False,97.5,46.0,3.5,1.0,1.0
669600,3,97.5,2,46.0,5,5263.5,2,3,2,5263.5,5,False,97.5,46.0,3.0,1.0,1.0
669700,3,98.5,2,47.0,3,5266.5,2,3,2,5266.5,3,False,98.5,47.0,-1.0,0.0,0.0
669800,3,97.5,2,46.0,5,5263.5,2,3,2,5263.5,5,False,97.5,46.0,2.0,1.0,1.0
669900,3,98.5,2,47.0,5,5264.5,2,3,2,5264.5,5,False,98.5,47.0,0.5,0.0,0.0
670000,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,-0.5,0.5,0.0
670100,3,98.5,2,47.0,5,5264.5,2,3,2,5264.5,5,False,98.5,47.0,0.0,0.0,-0.5
670200,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,0.5,0.0,0.0
670300,3,98.5,2,47.0,6,5265.0,2,3,2,5265.0,6,False,98.5,47.0,1.5,0.0,0.0
670400,3,98.5,2,47.0,5,5264.5,2,3,2,5264.5,5,False,98.5,47.0,3.0,0.0,1.0
670500,3,99.5,3,47.5,5,5266.5,2,3,3,5266.5,5,False,99.5,47.5,2.5,-0.5,0.5
670600,3,98.5,2,47.0,5,5264.5,2,3,2,5264.5,5,False,98.5,47.0,4.0,0.0,1.0
670700,3,99.5,2,47.0,5,5266.5,2,3,2,5266.5,5,False,99.5,47.0,4.0,0.0,2.0
670800,3,99.5,2,47.0,5,5266.5,2,3,2,5266.5,5,False,99.5,47.0,3.5,0.0,3.0
670900,3,99.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,99.5,47.0,7.0,-1.0,3.0
671000,3,99.5,2,47.0,6,5266.0,2,3,2,5266.0,6,False,99.5,47.0,7.0,0.0,3.0
671100,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,9.0,0.0,4.0
671200,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,8.0,0.0,3.0
671300,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,7.0,0.0,3.0
671400,3,97.5,2,46.0,6,5264.0,2,3,2,5264.0,6,False,97.5,46.0,8.5,1.0,4.0
671500,3,99.5,2,47.0,5,5266.5,2,3,2,5266.5,5,False,99.5,47.0,6.0,0.0,3.0
671600,3,99.5,2,47.0,5,5266.5,2,3,2,5266.5,5,False,99.5,47.0,6.0,-0.5,3.0
671700,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,5.0,0.0,2.0
671800,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,5.0,0.0,2.0
671900,3,98.5,2,47.0,6,5265.0,2,3,2,5265.0,6,False,98.5,47.0,5.5,1.0,2.0
672000,3,98.5,2,47.0,6,5265.0,2,3,2,5265.0,6,False,98.5,47.0,6.5,1.0,3.0
672100,3,98.5,3,46.5,5,5264.5,2,3,3,5264.5,5,False,98.5,46.5,8.0,1.5,3.5
672200,3,99.5,2,47.0,6,5266.0,2,3,2,5266.0,6,False,99.5,47.0,5.5,2.0,2.0
672300,3,99.5,2,47.0,5,5266.5,2,3,2,5266.5,5,False,99.5,47.0,5.0,3.0,2.0
672400,3,100.5,2,48.0,5,5267.5,2,3,2,5267.5,5,False,100.5,48.0,2.0,2.0,1.0
672500,3,101.5,2,48.0,6,5269.0,2,3,2,5269.0,6,False,101.5,48.0,0.5,2.0,1.0
672600,3,100.5,2,48.0,5,5268.5,2,3,2,5268.5,5,False,100.5,48.0,2.0,3.0,1.0
672700,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,0.0,1.0,0.0
672800,3,103.5,2,50.0,2,5270.0,2,3,2,5270.0,2,False,103.5,50.0,2.0,0.0,0.0
672900,3,103.5,2,50.0,5,5272.5,2,3,2,5272.5,5,False,103.5,50.0,1.0,0.0,0.0
673000,4,104.0,2,50.0,6,5273.0,2,4,2,5273.0,6,False,104.0,50.0,-0.5,0.0,0.0
673100,3,105.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,105.5,51.0,-4.0,-1.0,-2.0
673200,3,103.5,2,50.0,3,5273.5,2,3,2,5273.5,3,False,103.5,50.0,-3.0,-1.0,-1.0
673300,3,103.5,2,50.0,5,5272.5,2,3,2,5272.5,5,False,103.5,50.0,-3.0,-1.0,-1.0
673400,3,103.5,2,50.0,5,5272.5,2,3,2,5272.5,5,False,103.5,50.0,-2.5,-1.0,-1.0
673500,3,103.5,2,50.0,5,5272.5,2,3,2,5272.5,5,False,103.5,50.0,-3.5,0.0,-1.0
673600,3,103.5,2,50.0,5,5272.5,2,3,2,5272.5,5,False,103.5,50.0,-3.0,0.0,-1.0
673700,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,-1.0,0.0,-0.5
673800,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,-3.0,0.0,-1.0
673900,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,-3.0,0.0,-1.0
674000,3,103.5,2,50.0,5,5271.5,2,3,2,5271.5,5,False,103.5,50.0,-3.5,-1.0,-2.0
674100,3,103.5,2,50.0,5,5272.5,2,3,2,5272.5,5,False,103.5,50.0,-3.0,-1.0,-1.0
674200,3,102.5,2,49.0,5,5271.5,2,3,2,5271.5,5,False,102.5,49.0,-1.0,0.0,0.0
674300,3,102.5,2,49.0,5,5271.5,2,3,2,5271.5,5,False,102.5,49.0,-1.0,1.0,0.0
674400,3,101.5,2,49.0,5,5269.5,2,3,2,5269.5,5,False,101.5,49.0,1.0,1.0,0.0
674500,3,101.5,2,49.0,5,5269.5,2,3,2,5269.5,5,False,101.5,49.0,0.0,1.0,0.0
674600,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,-2.0,0.0,-1.0
674700,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,-2.5,0.0,-1.0
674800,3,103.5,2,50.0,6,5272.0,2,3,2,5272.0,6,False,103.5,50.0,-3.0,-1.0,-2.0
674900,3,104.5,2,50.0,5,5273.5,2,3,2,5273.5,5,False,104.5,50.0,-6.0,-1.0,-2.0
675000,3,103.5,2,50.0,5,5272.5,2,3,2,5272.5,5,False,103.5,50.0,-4.5,-1.0,-2.0
675100,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,-1.0,0.0,-0.5
675200,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,-2.0,-0.5,-1.0
675300,3,101.5,2,49.0,5,5269.5,2,3,2,5269.5,5,False,101.5,49.0,-2.0,-1.0,-1.0
675400,3,101.5,2,49.0,6,5270.0,2,3,2,5270.0,6,False,101.5,49.0,-5.0,-1.0,-1.5
675500,3,101.5,2,49.0,2,5269.0,2,3,2,5269.0,2,False,101.5,49.0,-3.5,-1.0,-2.0
675600,3,101.5,2,49.0,5,5269.5,2,3,2,5269.5,5,False,101.5,49.0,-5.0,0.0,-3.0
675700,3,101.5,3,48.5,5,5269.5,2,3,3,5269.5,5,False,101.5,48.5,-3.0,0.5,-1.0
675800,3,100.5,2,48.0,5,5267.5,2,3,2,5267.5,5,False,100.5,48.0,-0.5,1.0,-0.5
675900,3,99.5,2,48.0,5,5267.5,2,3,2,5267.5,5,False,99.5,48.0,0.0,1.0,0.0
676000,3,100.5,2,48.0,6,5268.0,2,3,2,5268.0,6,False,100.5,48.0,0.5,1.0,0.0
676100,3,101.5,2,49.0,5,5269.5,2,3,2,5269.5,5,False,101.5,49.0,-0.5,-1.0,-1.0
676200,3,101.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,101.5,49.0,0.0,-1.0,0.0
676300,3,101.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,101.5,49.0,-1.0,-1.0,0.0
676400,3,101.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,101.5,49.0,0.0,-1.0,0.0
676500,3,101.5,2,49.0,5,5269.5,2,3,2,5269.5,5,False,101.5,49.0,0.5,-1.0,0.5
676600,3,100.5,2,48.0,5,5268.5,2,3,2,5268.5,5,False,100.5,48.0,3.0,0.5,2.0
676700,3,100.5,2,48.0,6,5268.0,2,3,2,5268.0,6,False,100.5,48.0,5.0,0.0,2.0
676800,3,100.5,2,48.0,4,5269.0,2,3,2,5269.0,4,False,100.5,48.0,5.0,0.0,2.5
676900,3,100.5,2,48.0,5,5267.5,2,3,2,5267.5,5,False,100.5,48.0,6.0,-0.5,2.0
677000,3,100.5,2,48.0,6,5268.0,2,3,2,5268.0,6,False,100.5,48.0,4.0,-1.0,2.5
677100,3,101.5,3,48.5,5,5269.5,2,3,3,5269.5,5,False,101.5,48.5,5.0,-2.5,2.0
677200,3,100.5,2,48.0,5,5268.5,2,3,2,5268.5,5,False,100.5,48.0,5.0,-0.5,2.0
677300,3,100.5,2,48.0,5,5267.5,2,3,2,5267.5,5,False,100.5,48.0,7.0,-0.5,3.0
677400,3,99.5,3,47.5,2,5265.0,2,3,3,5265.0,2,False,99.5,47.5,11.5,0.5,4.0
677500,3,98.5,2,47.0,5,5265.5,2,3,2,5265.5,5,False,98.5,47.0,11.0,1.0,5.0
677600,3,97.5,2,46.0,5,5264.5,2,3,2,5264.5,5,False,97.5,46.0,12.0,2.0,5.5
677700,3,99.5,3,47.5,5,5266.5,2,3,3,5266.5,5,False,99.5,47.5,10.5,1.5,4.5
677800,3,99.5,3,47.5,6,5267.0,2,3,3,5267.0,6,False,99.5,47.5,9.5,1.5,4.5
677900,3,100.5,2,48.0,5,5267.5,2,3,2,5267.5,5,False,100.5,48.0,9.0,1.0,4.0
678000,3,100.5,2,48.0,5,5268.5,2,3,2,5268.5,5,False,100.5,48.0,7.5,1.5,3.5
678100,3,101.5,2,48.0,6,5269.0,2,3,2,5269.0,6,False,101.5,48.0,6.5,2.0,3.0
678200,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,2.5,1.0,1.0
678300,3,101.5,2,49.0,5,5269.5,2,3,2,5269.5,5,False,101.5,49.0,4.0,1.5,1.0
678400,3,102.5,2,49.0,5,5270.5,2,3,2,5270.5,5,False,102.5,49.0,3.0,1.0,1.0
678500,3,102.5,3,49.5,2,5270.0,2,3,3,5270.0,2,False,102.5,49.5,3.5,1.0,1.0
678600,3,102.5,2,50.0,5,5271.5,2,3,2,5271.5,5,False,102.5,50.0,3.0,0.5,1.0
678700,3,103.5,2,50.0,6,5273.0,2,3,2,5273.0,6,False,103.5,50.0,2.5,0.0,1.0
678800,3,104.5,3,50.5,6,5274.0,2,3,3,5274.0,6,False,104.5,50.5,1.0,0.5,0.5
678900,3,104.5,2,50.0,5,5273.5,2,3,2,5273.5,5,False,104.5,50.0,2.0,1.5,1.0
679000,3,104.5,3,50.5,2,5272.0,2,3,3,5272.0,2,False,104.5,50.5,5.0,1.5,1.5
679100,3,104.5,3,50.5,5,5274.5,2,3,3,5274.5,5,False,104.5,50.5,2.0,1.0,1.0
679200,3,104.5,2,50.0,5,5273.5,2,3,2,5273.5,5,False,104.5,50.0,4.0,2.0,2.0
679300,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,3.5,1.0,1.5
679400,4,106.0,3,51.5,5,5276.5,2,4,3,5276.5,5,False,106.0,51.5,2.0,0.5,1.5
679500,3,106.5,2,52.0,5,5276.5,2,3,2,5276.5,5,False,106.5,52.0,1.5,-0.5,0.0
679600,3,106.5,3,51.5,5,5276.5,2,3,3,5276.5,5,False,106.5,51.5,0.0,-0.5,0.5
679700,3,106.5,2,52.0,6,5277.0,2,3,2,5277.0,6,False,106.5,52.0,0.5,-2.0,0.0
679800,3,106.5,2,52.0,5,5276.5,2,3,2,5276.5,5,False,106.5,52.0,1.0,-2.0,0.0
679900,3,106.5,2,52.0,5,5276.5,2,3,2,5276.5,5,False,106.5,52.0,2.0,-2.0,0.0
680000,3,105.5,3,51.5,6,5276.0,2,3,3,5276.0,6,False,105.5,51.5,3.0,-1.0,1.5
680100,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,4.0,0.0,2.0
680200,3,103.5,2,50.0,6,5273.0,2,3,2,5273.0,6,False,103.5,50.0,8.0,1.0,4.0
680300,3,104.5,2,50.0,5,5273.5,2,3,2,5273.5,5,False,104.5,50.0,6.0,1.0,3.0
680400,3,103.5,2,50.0,5,5273.5,2,3,2,5273.5,5,False,103.5,50.0,5.0,1.0,3.0
680500,3,104.5,3,50.5,5,5273.5,2,3,3,5273.5,5,False,104.5,50.5,5.0,1.5,1.5
680600,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,4.0,0.5,1.5
680700,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,5.0,1.0,2.0
680800,3,105.5,2,51.0,6,5275.0,2,3,2,5275.0,6,False,105.5,51.0,5.5,1.5,2.5
680900,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,4.5,2.0,2.0
681000,3,106.5,2,52.0,6,5277.0,2,3,2,5277.0,6,False,106.5,52.0,3.5,0.0,1.0
681100,3,105.5,3,51.5,5,5276.5,2,3,3,5276.5,5,False,105.5,51.5,5.0,0.5,1.5
681200,3,106.5,2,52.0,5,5277.5,2,3,2,5277.5,5,False,106.5,52.0,2.0,0.0,1.0
681300,2,108.0,1,52.5,6,5278.0,2,2,1,5278.0,6,True,108.0,52.5,2.5,-0.5,1.0
681400,3,107.5,2,53.0,5,5278.5,2,3,2,5278.5,5,False,107.5,53.0,1.5,-1.0,0.0
681500,3,107.5,2,52.0,6,5278.0,2,3,2,5278.0,6,False,107.5,52.0,2.0,1.0,1.0
681600,3,106.5,2,52.0,5,5276.5,2,3,2,5276.5,5,False,106.5,52.0,4.0,1.0,1.5
681700,4,107.0,2,52.0,5,5277.5,2,4,2,5277.5,5,False,107.0,52.0,4.0,2.0,2.0
681800,3,106.5,2,52.0,5,5277.5,2,3,2,5277.5,5,False,106.5,52.0,3.0,1.0,1.5
681900,4,107.0,2,52.0,3,5278.5,2,4,2,5278.5,3,False,107.0,52.0,2.0,1.0,1.0
682000,3,107.5,2,53.0,6,5279.0,2,3,2,5279.0,6,False,107.5,53.0,2.5,-1.0,0.0
682100,3,108.5,2,53.0,5,5279.5,2,3,2,5279.5,5,False,108.5,53.0,2.0,-0.5,0.5
682200,3,109.5,2,54.0,6,5281.0,2,3,2,5281.0,6,False,109.5,54.0,-1.5,-1.0,-1.0
682300,3,108.5,2,53.0,5,5279.5,2,3,2,5279.5,5,False,108.5,53.0,-0.5,0.5,0.0
682400,3,107.5,2,53.0,5,5278.5,2,3,2,5278.5,5,False,107.5,53.0,-1.0,0.0,-1.0
682500,3,107.5,2,52.0,5,5278.5,2,3,2,5278.5,5,False,107.5,52.0,-3.0,1.0,-1.0
682600,3,107.5,3,52.5,5,5278.5,2,3,3,5278.5,5,False,107.5,52.5,-3.0,0.5,-1.5
682700,3,108.5,2,53.0,5,5280.5,2,3,2,5280.5,5,False,108.5,53.0,-6.0,0.0,-2.0
682800,4,109.0,3,53.5,5,5280.5,2,4,3,5280.5,5,False,109.0,53.5,-6.0,0.0,-2.5
682900,3,108.5,2,53.0,6,5280.0,2,3,2,5280.0,6,False,108.5,53.0,-6.0,0.0,-2.5
683000,3,108.5,2,53.0,5,5280.5,2,3,2,5280.5,5,False,108.5,53.0,-6.0,0.0,-2.0
683100,3,108.5,2,53.0,3,5281.5,2,3,2,5281.5,3,False,108.5,53.0,-6.0,0.5,-2.0
683200,3,108.5,2,53.0,5,5279.5,2,3,2,5279.5,5,False,108.5,53.0,-4.0,1.0,-2.0
683300,4,109.0,3,53.5,5,5280.5,2,4,3,5280.5,5,False,109.0,53.5,-4.0,0.0,-2.0
683400,3,108.5,2,53.0,6,5280.0,2,3,2,5280.0,6,False,108.5,53.0,-2.5,0.0,-1.0
683500,3,108.5,2,53.0,6,5280.0,2,3,2,5280.0,6,False,108.5,53.0,-2.0,0.0,-1.0
683600,3,109.5,3,53.5,5,5280.5,2,3,3,5280.5,5,False,109.5,53.5,-4.0,0.0,-1.5
683700,3,109.5,2,54.0,5,5281.5,2,3,2,5281.5,5,False,109.5,54.0,-5.0,-1.0,-2.0
683800,4,109.0,3,53.5,5,5280.5,2,4,3,5280.5,5,False,109.0,53.5,-4.5,-0.5,-2.5
683900,3,108.5,2,53.0,5,5280.5,2,3,2,5280.5,5,False,108.5,53.0,-5.0,-1.0,-2.0
684000,3,108.5,2,53.0,3,5281.5,2,3,2,5281.5,3,False,108.5,53.0,-7.0,-2.0,-2.5
684100,3,109.5,3,53.5,5,5281.5,2,3,3,5281.5,5,False,109.5,53.5,-6.5,-2.5,-2.5
684200,4,108.0,2,53.0,5,5279.5,2,4,2,5279.5,5,False,108.0,53.0,-4.0,-2.0,-2.0
684300,3,107.5,2,53.0,6,5279.0,2,3,2,5279.0,6,False,107.5,53.0,-3.5,-2.0,-2.0
684400,3,106.5,2,52.0,5,5277.5,2,3,2,5277.5,5,False,106.5,52.0,-1.0,-1.5,0.0
684500,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,-1.0,0.0,0.0
684600,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,-1.0,0.0,-0.5
684700,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,0.0,0.0,0.0
684800,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,0.5,0.5,0.0
684900,3,104.5,3,50.5,6,5274.0,2,3,3,5274.0,6,False,104.5,50.5,0.5,1.5,0.5
685000,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,-1.0,1.0,-1.0
685100,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,-3.5,1.0,-1.0
685200,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,-4.0,1.0,-1.5
685300,3,106.5,3,51.5,5,5276.5,2,3,3,5276.5,5,False,106.5,51.5,-5.0,-0.5,-2.5
685400,3,106.5,2,52.0,5,5277.5,2,3,2,5277.5,5,False,106.5,52.0,-6.5,-1.0,-3.0
685500,3,107.5,2,52.0,6,5278.0,2,3,2,5278.0,6,False,107.5,52.0,-6.5,-1.5,-2.5
685600,3,106.5,2,52.0,5,5276.5,2,3,2,5276.5,5,False,106.5,52.0,-5.0,-1.0,-3.0
685700,3,106.5,2,52.0,5,5276.5,2,3,2,5276.5,5,False,106.5,52.0,-6.5,-1.0,-2.5
685800,3,105.5,2,51.0,6,5276.0,2,3,2,5276.0,6,False,105.5,51.0,-4.5,0.0,-1.5
685900,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,-4.0,1.0,-2.0
686000,3,104.5,3,50.5,5,5274.5,2,3,3,5274.5,5,False,104.5,50.5,-3.0,0.5,-1.0
686100,3,104.5,2,51.0,6,5275.0,2,3,2,5275.0,6,False,104.5,51.0,-3.5,-0.5,-1.5
686200,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,-3.0,0.0,-1.0
686300,3,105.5,2,51.0,5,5275.5,2,3,2,5275.5,5,False,105.5,51.0,-3.0,0.0,-1.0
686400,3,106.5,2,52.0,5,5276.5,2,3,2,5276.5,5,False,106.5,52.0,-3.0,-1.0,-2.0
686500,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,0.0,-1.0,0.0
686600,3,104.5,3,50.5,5,5274.5,2,3,3,5274.5,5,False,104.5,50.5,0.0,-0.5,-1.0
686700,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,1.0,-1.5,-0.5
686800,4,105.0,2,51.0,6,5275.0,2,4,2,5275.0,6,False,105.0,51.0,-1.5,-2.0,-1.0
686900,3,104.5,2,51.0,5,5274.5,2,3,2,5274.5,5,False,104.5,51.0,0.0,-2.0,0.0
