tape_day,ts,fut_abs_5
2,507400,3.0
2,508700,1.0
2,509100,1.5
2,509700,2.5
2,509900,0.0
2,510300,0.5
2,510900,1.0
2,511900,7.5
2,512900,0.0
2,513600,3.0
2,514100,1.5
2,514400,1.0
2,514800,0.0
2,515100,1.5
2,515800,2.5
2,516600,4.5
2,516900,3.0
2,517100,0.0
2,517700,3.0
2,518600,1.0
2,519000,1.0
2,519200,0.0
2,520700,3.0
2,520900,2.0
2,521500,2.0
2,521700,3.0
2,522300,1.0
2,522600,1.0
2,523000,0.5
2,523300,0.0
2,523600,0.5
2,524100,5.5
2,524600,6.0
2,525300,0.0
2,525500,0.5
2,526200,0.5
2,526800,2.0
2,527400,2.0
2,528000,1.0
2,528200,0.0
2,528500,1.0
2,529000,1.0
2,530000,1.0
2,530600,2.5
2,532100,0.0
2,533300,0.0
2,534100,0.5
2,534400,1.0
2,534700,3.0
2,535100,0.0
2,535400,3.0
2,536700,2.0
2,537200,2.0
2,537300,5.5
2,537800,1.5
2,538000,3.0
2,538200,2.0
2,538500,3.0
2,539600,0.5
2,539800,0.5
2,540000,0.5
2,540300,2.5
2,540600,0.0
2,541000,2.0
2,541800,3.0
2,543000,2.0
2,543200,3.0
2,543900,1.0
2,544200,3.0
2,544400,1.0
2,544700,0.0
2,545700,0.0
2,546500,0.0
2,546900,1.0
2,547100,1.0
2,547900,1.0
2,548100,0.5
2,548400,2.5
2,548700,1.0
2,549000,1.0
2,549800,4.0
2,550000,1.0
2,550200,4.0
2,550500,4.0
2,551200,0.5
2,551600,1.5
2,551900,1.0
2,552200,4.0
2,552400,2.5
2,552600,2.0
2,552900,2.5
2,553400,1.0
2,553700,0.0
2,553800,3.5
2,554200,3.0
2,554900,2.5
2,555100,1.0
2,555500,0.0
2,556200,3.0
2,556800,0.5
2,557100,3.0
2,557500,1.0
2,558700,2.5
2,559300,0.0
2,560100,0.5
2,560600,0.0
2,561100,1.0
2,561800,0.5
2,562200,5.5
2,562400,1.5
2,563000,1.5
2,563400,2.0
2,563600,0.0
2,563900,1.0
2,564800,0.0
2,565600,2.0
2,565900,5.0
2,566600,0.0
2,566800,0.0
2,567800,1.5
2,568500,0.0
2,568900,2.0
2,569900,0.0
2,570900,1.0
2,571100,2.5
2,571400,5.0
2,572300,3.0
2,573000,0.0
2,573900,4.0
2,575000,1.0
2,575600,2.0
2,576300,1.5
2,576400,3.0
2,576900,2.5
2,577300,1.5
2,577500,1.0
2,577700,0.0
2,578100,3.0
2,578500,4.0
2,578900,1.0
2,579200,6.5
2,579600,1.5
2,580100,2.0
2,580400,0.5
2,580600,0.5
2,580700,0.0
2,580900,3.0
2,581200,1.0
2,581900,2.0
2,582100,1.0
2,582300,1.0
2,582400,5.0
2,582700,4.0
2,584000,2.0
2,584200,2.0
2,584300,1.5
2,585400,3.5
2,585800,1.0
2,586000,0.0
2,586300,0.0
2,587800,2.0
2,588200,2.0
2,588300,0.0
2,589100,2.0
2,589500,2.0
2,589800,0.0
2,590400,1.0
2,590600,0.0
2,591800,6.0
2,592200,1.0
2,593600,0.0
2,593900,3.0
2,594400,4.0
2,595300,0.5
2,595500,0.0
2,595900,4.0
2,596200,4.0
2,596400,1.5
2,597000,4.0
2,597500,0.0
2,598900,2.0
2,599200,3.0
2,599400,1.0
2,600100,2.5
2,600300,1.0
2,600700,1.0
2,601300,0.0
2,601500,0.0
2,601700,0.0
2,602200,0.5
2,602800,2.0
2,603700,1.0
2,603900,3.0
2,604200,3.5
2,604400,0.0
2,604700,0.5
2,605400,5.5
2,605700,5.0
2,605900,0.5
2,606400,1.5
2,607000,1.0
2,607200,1.5
2,607800,2.0
2,608600,2.0
2,609400,1.0
2,609600,1.0
2,610700,6.5
2,611300,0.5
2,611900,0.5
2,613000,0.5
2,613800,2.0
2,614100,0.5
2,614600,3.0
2,615400,8.0
2,615600,4.0
2,615700,0.5
2,616600,1.0
2,617400,1.5
2,617700,2.0
2,618000,2.0
2,619400,0.5
2,620000,4.0
2,620500,4.0
2,620700,4.0
2,621200,2.0
2,621400,1.0
2,622000,5.5
2,622300,4.0
2,623300,1.5
2,623800,0.5
2,624100,2.5
2,624600,0.0
2,625100,6.0
2,625500,1.5
2,626000,2.0
2,627100,3.0
2,627300,3.5
2,627600,2.0
2,627900,1.0
2,629300,1.0
2,629600,2.5
2,630100,2.0
2,630600,3.0
2,630800,5.0
2,631000,2.0
2,631300,2.0
2,631600,2.5
2,632200,0.0
2,632600,0.0
2,633000,2.0
2,634100,3.0
2,634300,2.0
2,634500,1.0
2,635600,0.0
2,636100,0.0
2,636200,1.0
2,636600,3.0
2,636900,1.0
2,637300,2.0
2,637600,1.5
2,637900,1.0
2,638200,0.0
2,638600,2.0
2,639500,0.0
2,640000,3.0
2,640500,1.0
2,640800,1.5
2,641800,0.0
2,643300,1.5
2,643900,1.0
2,644600,1.0
2,644900,3.0
2,645400,3.0
2,645500,3.5
2,646200,2.5
2,646600,1.0
2,646800,0.0
2,647800,0.5
2,648000,0.0
2,648300,2.0
2,648800,2.0
2,649300,2.0
2,649800,1.5
2,650400,1.5
2,650600,3.5
2,651100,8.0
2,651500,4.0
2,652100,3.0
2,652300,1.0
2,652600,0.5
2,653200,1.5
2,653600,3.0
2,653800,2.0
2,654300,2.0
2,654500,2.5
2,655100,1.5
2,655500,2.0
2,655700,1.0
2,656300,1.5
2,656500,0.0
2,656600,0.5
2,657900,2.0
2,658200,0.0
2,658700,4.0
2,659100,2.0
2,659500,1.0
2,659800,0.5
2,660600,5.0
2,661400,2.0
2,661700,1.0
2,662700,1.5
2,662800,2.5
2,663300,0.0
2,663600,0.5
2,663700,1.0
2,664200,1.0
2,665000,2.5
2,665200,0.5
2,665500,2.0
2,666100,2.0
2,666600,1.5
2,667200,1.0
2,667600,4.0
2,668000,0.0
2,668500,3.5
2,668700,2.0
2,668900,0.5
2,669100,0.0
2,669600,1.0
2,669700,1.0
2,670400,1.0
2,671100,1.0
2,671500,1.5
2,672100,4.0
2,672300,3.5
2,672600,6.0
2,672800,2.5
2,673100,2.0
2,673200,3.0
2,674900,3.5
2,675500,1.0
2,676100,1.0
2,676800,1.5
2,677100,5.0
2,677400,2.5
2,677900,3.0
2,678200,2.5
2,678500,2.0
2,678900,3.0
2,679000,4.5
2,679800,3.0
2,680100,1.0
2,680300,1.5
2,680900,3.0
2,681100,0.0
2,681400,0.0
2,681600,3.0
2,681900,0.0
2,682100,1.0
2,682300,1.0
2,683000,0.5
2,683100,1.0
2,683600,1.0
2,684000,6.0
2,684400,3.5
2,685000,3.5
2,685600,1.5
2,685900,1.0
2,686200,1.0
2,686900,3.5
2,687200,1.5
2,687500,0.0
2,687700,2.5
2,688700,1.5
2,689300,0.0
2,689700,1.5
2,690100,2.0
2,690400,1.0
2,690800,2.5
2,691300,2.0
2,691700,1.5
2,692000,1.0
2,692500,3.0
2,693000,2.0
2,693800,2.5
2,694100,0.5
2,694400,0.0
2,694700,1.5
2,695200,1.5
2,695600,1.0
2,695800,0.5
2,695900,4.0
2,696300,2.5
2,696600,2.0
2,696800,4.5
2,697300,1.5
2,697600,5.0
2,698100,4.0
2,699100,3.0
2,700400,1.0
2,700500,2.5
2,700900,1.0
2,702000,2.0
2,702800,0.0
2,703100,4.0
2,703500,2.5
2,704100,2.0
2,705000,1.0
2,706500,0.0
2,707000,3.0
2,707300,2.0
2,707400,5.0
2,707700,2.0
2,708000,0.0
2,708600,1.5
2,709200,2.0
2,710000,0.0
2,710200,1.5
2,710400,0.0
2,710700,0.0
2,711400,1.0
2,711500,2.0
2,711800,5.0
2,713900,3.0
2,714100,0.0
2,714700,0.5
2,714900,1.0
2,715300,3.0
2,715800,1.5
2,716100,3.0
2,716300,1.5
2,716600,5.0
2,717000,0.5
2,717300,1.0
2,717500,2.5
2,718100,0.0
2,718300,0.0
2,719400,2.0
2,719700,4.0
2,720400,0.5
2,720500,2.5
2,720700,3.0
2,720900,0.5
2,721100,2.0
2,721200,1.0
2,721400,2.0
2,722900,0.0
2,723600,2.0
2,724400,2.5
2,726000,4.0
2,726400,0.0
2,726700,2.0
2,726800,0.5
2,727400,0.0
2,728100,0.5
2,728700,0.0
2,728900,2.0
2,729400,5.0
2,729900,0.5
2,730300,0.0
2,730500,4.0
2,731200,1.0
2,731400,3.0
2,731900,0.5
2,732600,2.0
2,734400,1.0
2,734500,2.5
2,734800,1.0
2,735300,0.0
2,735400,0.5
2,735900,3.0
2,736200,2.0
2,737000,2.0
2,737200,4.0
2,737700,1.0
2,738000,3.5
2,738100,5.0
2,738600,1.0
2,739200,0.0
2,739900,1.0
2,740300,3.5
2,741100,4.0
2,741600,2.0
2,742000,2.0
2,742400,2.0
2,742500,0.0
2,742800,2.0
2,744000,2.0
2,744200,2.0
2,744800,1.0
2,744900,3.5
2,745800,1.0
2,746000,3.0
2,746200,4.0
2,746800,2.0
2,748000,2.0
2,748100,5.5
2,749000,1.0
2,749500,1.0
2,749800,2.0
2,750200,2.0
2,750700,0.0
2,751100,1.0
2,752100,2.0
2,752800,1.0
2,753100,0.0
2,753700,4.5
2,754000,0.0
2,754700,2.0
2,755000,3.0
2,755600,3.0
2,756000,4.5
2,758500,2.0
2,759400,4.0
2,759800,1.0
2,760600,3.0
2,760900,2.0
2,761300,2.0
2,761800,1.0
2,762200,4.5
2,763500,5.0
2,763800,1.0
2,764000,2.5
2,764300,1.0
2,764600,2.0
2,764800,4.0
2,765000,0.5
2,765300,4.0
2,765600,1.0
2,766400,0.0
2,766600,0.5
2,767200,3.0
2,768300,0.5
2,769100,1.5
2,769400,2.0
2,770400,3.0
2,771500,2.0
2,771600,4.0
2,771900,1.0
2,772700,1.0
2,773600,1.5
2,774600,3.0
2,775900,0.0
2,776100,5.0
2,776300,5.0
2,776800,1.5
2,777100,1.0
2,777200,2.5
2,777400,3.5
2,778600,0.5
2,778800,3.5
2,779000,1.0
2,779500,2.0
2,779700,1.5
2,780400,1.0
2,780600,1.0
2,781500,1.0
2,781900,0.0
2,782400,0.5
2,782500,2.5
2,782800,4.0
2,782900,4.5
2,784000,1.0
2,785100,1.5
2,785300,1.0
2,785700,1.5
2,786300,4.0
2,787100,1.0
2,787300,2.5
2,787500,2.5
2,787700,0.5
2,788100,0.0
2,788400,1.5
2,788800,3.0
2,789000,1.0
2,789200,1.0
2,789500,1.0
2,789900,1.0
2,790600,0.0
2,791100,1.0
2,791500,1.0
2,793100,1.0
2,793400,1.0
2,793900,0.5
2,794300,5.0
2,794800,1.0
2,796000,2.0
2,796800,1.0
2,797100,0.0
2,797600,0.0
2,798100,2.0
2,798800,2.0
2,799400,5.0
2,800800,4.0
2,802900,2.0
2,803100,2.0
2,803800,1.0
2,804000,1.5
2,804300,1.0
2,805200,0.5
2,805800,4.5
2,806400,0.5
2,806700,4.0
2,806900,2.0
2,807000,3.5
2,807200,1.0
2,808300,3.5
2,808700,2.0
2,808900,5.0
2,809200,5.0
2,809600,0.5
2,809800,3.5
2,810000,2.5
2,810300,4.5
2,810500,5.5
2,810800,1.0
2,811400,4.0
2,811600,4.0
2,811900,0.0
2,812700,5.0
2,812900,4.0
2,813100,1.0
2,813800,0.0
2,814200,0.0
2,815400,0.0
2,817100,2.0
2,817300,1.0
2,818200,2.0
2,818400,3.5
2,819100,1.5
2,819600,2.5
2,820300,1.5
2,820500,2.0
2,820700,5.0
2,820900,3.0
2,821400,3.0
2,821700,2.5
2,822100,1.5
2,822700,2.0
2,822900,0.0
2,823200,1.0
2,823900,2.0
2,824800,1.0
2,825500,0.0
2,826300,2.0
2,826600,0.5
2,827200,1.0
2,827600,1.0
2,828100,1.5
2,828500,1.5
2,828700,4.0
2,829100,0.0
2,830100,3.5
2,830500,3.5
2,830900,2.5
2,831100,1.0
2,831500,0.5
2,831700,0.0
2,832100,0.0
2,832300,1.0
2,832400,1.0
2,832800,2.0
2,833200,1.0
2,834100,1.0
2,834500,3.5
2,834900,0.0
2,835400,6.0
2,835700,0.0
2,835900,5.0
2,836200,2.0
2,836400,1.0
2,836900,2.5
2,837300,2.0
2,837500,2.0
2,837700,1.5
2,838300,0.0
2,838800,4.0
2,839000,0.0
2,839300,2.0
2,840000,0.5
2,840200,1.0
2,840600,2.0
2,840900,4.0
2,841400,1.0
2,841800,1.0
2,842100,1.0
2,842300,2.5
2,842700,0.0
2,842800,0.5
2,843100,1.0
2,844200,7.0
2,845000,0.0
2,845800,0.0
2,846100,1.0
2,846200,2.5
2,846400,1.0
2,846700,1.0
2,847200,1.0
2,848300,2.0
2,848400,1.0
2,848600,2.0
2,849100,1.0
2,849300,0.5
2,849500,1.0
2,849900,0.5
2,850500,1.0
2,850900,2.0
2,851300,1.0
2,851600,2.0
2,852500,1.0
2,853300,0.0
2,855400,0.5
2,856000,2.5
2,856600,1.0
2,857100,1.5
2,857700,2.5
2,858100,1.0
2,858200,1.5
2,858700,3.0
2,859100,0.0
2,859400,0.0
2,859600,3.0
2,859700,3.0
2,860600,1.5
2,861200,1.5
2,861400,1.0
2,861800,1.0
2,862500,2.0
2,862900,1.0
2,863200,4.5
2,863500,2.5
2,863700,1.0
2,864100,1.5
2,864300,4.0
2,864700,0.0
2,865200,5.5
2,865400,6.5
2,865600,3.5
2,865800,0.0
2,867800,0.5
2,868400,4.5
2,869000,0.0
2,869200,0.0
2,869900,1.5
2,870500,0.0
2,871500,4.0
2,872000,6.0
2,872400,2.0
2,872800,1.0
2,873500,1.5
2,873800,2.0
2,874500,1.5
2,874900,1.5
2,875100,2.0
2,876500,0.0
2,876800,2.0
2,877300,0.5
2,877600,1.0
2,877900,4.0
2,878500,3.0
2,878800,0.5
2,879000,1.0
2,879400,5.0
2,880500,1.5
2,881100,1.0
2,881600,0.5
2,882200,2.0
2,882300,2.0
2,882600,1.5
2,883200,1.0
2,883600,3.0
2,884600,1.0
2,884900,4.5
2,885500,5.5
2,886300,1.0
2,887200,1.0
2,887300,4.5
2,887500,3.0
2,887800,3.0
2,887900,3.0
2,889400,3.5
2,890800,1.0
2,891100,3.5
2,891700,2.0
2,892200,0.5
2,892400,0.0
2,892900,3.0
2,893200,2.0
2,894800,3.5
2,895200,0.5
2,895400,5.0
2,895900,1.0
2,896300,1.5
2,896900,2.0
2,897500,2.0
2,898400,0.5
2,899000,1.5
2,899200,2.0
2,899600,4.0
2,900400,1.0
2,900900,1.0
2,901600,2.0
2,902100,1.0
2,902400,0.0
2,902700,1.5
2,903300,0.0
2,903800,2.5
2,904400,1.5
2,905000,2.0
2,906100,2.5
2,906700,0.5
2,906900,1.5
2,907300,0.5
2,907500,4.0
2,907900,1.0
2,908700,2.0
2,909200,2.5
2,909800,0.5
2,910400,0.0
2,910800,3.0
2,911200,0.0
2,911600,1.0
2,912000,3.0
2,912400,2.5
2,912600,6.0
2,913100,0.0
2,913500,1.5
2,914000,0.5
2,914300,4.0
2,914600,4.0
2,915000,1.5
2,915600,2.0
2,915700,3.5
2,916700,0.5
2,917300,2.0
2,917600,1.0
2,918100,1.0
2,918400,1.0
2,919000,4.0
2,919200,3.0
2,920000,1.0
2,920500,1.0
2,920900,1.0
2,922100,5.5
2,922600,1.5
2,922800,3.5
2,923600,3.0
2,924100,3.0
2,924300,2.5
2,925000,1.0
2,925200,0.0
2,925500,0.5
2,925800,2.0
2,926100,4.0
2,927000,2.5
2,927500,2.5
2,927900,2.0
2,928700,2.0
2,928900,2.0
2,929100,1.0
2,929300,0.0
2,930100,1.0
2,930400,0.5
2,930600,0.0
2,931100,0.0
2,931300,2.0
2,932700,0.5
2,933100,2.5
2,933300,1.0
2,933700,1.0
2,934100,2.5
2,934300,0.5
2,934500,1.0
2,934800,0.0
2,935100,0.5
2,935600,1.0
2,935800,1.0
2,936900,0.0
2,937800,1.0
2,937900,1.5
2,938300,0.5
2,938900,0.5
2,939900,1.0
2,940200,1.0
2,940400,4.0
2,940700,2.0
2,941000,0.0
2,941200,1.0
2,941700,3.0
2,942200,0.0
2,942400,0.5
2,943000,1.5
2,943400,3.5
2,943600,1.0
2,944600,2.0
2,944800,3.0
2,945300,0.5
2,945600,0.5
2,945900,1.5
2,946300,0.0
2,946500,1.0
2,946800,1.5
2,947400,0.0
2,948300,0.5
2,948700,0.5
2,949100,3.0
2,949300,1.5
2,950000,1.0
2,950200,1.0
2,950900,1.0
2,951100,2.0
2,951400,0.0
2,952100,1.0
2,953100,1.5
2,953400,1.0
2,954200,3.5
2,954500,1.0
2,954800,3.0
2,955200,1.0
2,955300,0.0
2,956000,2.5
2,956300,0.5
2,956700,1.5
2,956800,1.0
2,957000,1.0
2,957200,4.5
2,957400,2.0
2,957500,3.0
2,958700,2.5
2,958900,1.5
2,959400,2.0
2,959800,3.0
2,960000,2.0
2,960900,0.0
2,961300,1.5
2,962000,4.0
2,962400,2.0
2,963600,5.0
2,964200,2.0
2,965000,1.5
2,965400,4.0
2,965700,0.5
2,965800,4.0
2,966100,1.0
2,966600,3.0
2,967600,2.5
2,967700,1.0
2,968200,2.5
2,968800,2.0
2,970900,2.0
2,971700,3.0
2,972000,3.5
2,972600,1.0
2,972900,1.0
2,973800,0.5
2,975200,0.5
2,975600,1.0
2,975700,0.5
2,976100,4.0
2,976800,3.0
2,977300,0.0
2,978200,2.0
2,978700,0.0
2,979100,1.0
2,980000,0.5
2,980500,2.0
2,980900,1.5
2,981400,1.5
2,981700,0.5
2,981800,1.5
2,982300,0.0
2,982600,1.0
2,983800,1.0
2,984100,4.5
2,984900,1.0
2,985200,1.5
2,985800,1.0
2,986700,3.0
2,987400,2.0
2,987600,6.0
2,988100,1.0
2,988300,3.5
2,988800,2.0
2,991300,0.5
2,991600,2.0
2,991900,0.5
2,992400,1.5
2,992900,5.5
2,993200,1.5
2,993500,2.0
2,993800,1.5
2,994400,3.0
2,994500,3.0
2,995100,1.0
2,995300,3.0
2,996700,0.5
2,997000,2.5
2,997300,3.0
2,997500,3.5
2,997700,0.5
2,997900,1.5
2,998300,4.0
2,998800,0.5
3,800,1.0
3,900,0.5
3,1100,0.0
3,1500,1.0
3,1900,0.0
3,2200,4.0
3,2600,0.0
3,3700,2.5
3,3900,0.0
3,4300,1.0
3,5000,0.0
3,5300,2.0
3,6200,1.0
3,6300,3.0
3,6600,1.0
3,7400,1.0
3,8100,1.0
3,8500,0.0
3,8900,1.5
3,9200,1.0
3,9500,1.0
3,10200,0.5
3,10400,0.5
3,11600,0.5
3,11800,0.5
3,12200,3.0
3,12300,4.5
3,12700,0.0
3,12900,0.5
3,13600,1.0
3,13900,3.0
3,14300,2.5
3,14800,5.5
3,15400,2.5
3,15600,4.0
3,15900,1.0
3,16100,0.5
3,16800,4.0
3,17200,1.0
3,17700,0.0
3,18400,8.0
3,20400,1.0
3,21400,3.0
3,21700,1.0
3,22000,1.5
3,22200,4.0
3,22300,3.5
3,22600,1.0
3,23100,2.5
3,23200,2.5
3,23600,1.5
3,23900,3.0
3,24400,0.5
3,25000,1.0
3,26300,1.5
3,26700,1.0
3,27000,1.0
3,27700,1.0
3,27900,2.5
3,28100,1.0
3,28500,1.0
3,28900,2.0
3,29600,3.0
3,30000,1.5
3,30500,0.0
3,31400,1.5
3,32200,4.0
3,33000,4.0
3,33500,1.5
3,33800,0.5
3,34100,1.0
3,34400,2.0
3,34500,2.5
3,35500,0.5
3,35800,1.0
3,36000,2.0
3,36800,0.5
3,37000,3.0
3,37400,2.0
3,38400,4.0
3,38600,4.0
3,38800,1.5
3,39400,1.0
3,39900,3.0
3,40300,7.0
3,40700,2.0
3,41700,3.0
3,42100,3.0
3,43000,4.0
3,43700,2.0
3,44400,2.0
3,44900,0.5
3,45500,1.5
3,46100,0.5
3,46700,0.0
3,47000,5.0
3,47600,1.0
3,48400,3.0
3,49700,3.0
3,49900,0.0
3,50100,1.0
3,50400,4.0
3,50600,0.5
3,50900,2.0
3,51300,0.0
3,52200,2.5
3,52400,4.0
3,52600,1.0
3,52800,0.5
3,53400,1.5
3,54000,2.5
3,54400,1.0
3,54600,0.0
3,54800,0.0
3,55100,2.0
3,55300,4.5
3,55900,2.0
3,57300,0.5
3,57600,0.0
3,57900,1.0
3,58100,0.0
3,58300,1.5
3,58900,0.5
3,59400,2.0
3,59500,3.0
3,59700,0.0
3,60200,2.0
3,60500,1.0
3,61400,2.0
3,62200,3.0
3,62400,2.0
3,63300,3.0
3,64100,3.0
3,64300,4.5
3,64600,4.0
3,65600,1.0
3,65900,2.5
3,66500,1.0
3,66700,0.5
3,66800,1.0
3,67300,4.0
3,67500,1.5
3,68200,1.0
3,68400,3.0
3,68700,1.5
3,69300,2.5
3,69700,1.0
3,69800,2.5
3,70100,1.0
3,70500,2.0
3,70800,1.0
3,71200,5.5
3,71500,5.0
3,71800,1.0
3,72500,1.0
3,73500,0.5
3,73800,0.5
3,74000,1.0
3,74400,0.0
3,74800,1.0
3,75600,2.0
3,76100,1.0
3,76400,0.0
3,77000,0.5
3,77300,0.0
3,77500,2.0
3,77600,2.0
3,78100,1.0
3,78400,2.0
3,78700,0.5
3,79100,1.0
3,79200,2.5
3,80200,3.0
3,80600,0.5
3,81300,2.0
3,81800,1.0
3,82100,2.0
3,83100,1.5
3,83200,3.0
3,83700,2.0
3,84200,3.0
3,84500,5.5
3,84700,6.0
3,85000,0.5
3,85500,1.0
3,86000,1.5
3,86600,3.0
3,87500,3.0
3,88800,2.0
3,89000,0.0
3,89200,1.0
3,89800,0.0
3,90000,0.0
3,90700,1.0
3,91400,3.0
3,91800,3.0
3,92100,2.5
3,92500,1.0
3,92700,0.0
3,93200,2.0
3,93300,2.0
3,93900,1.0
3,94300,1.0
3,94700,1.5
3,95300,2.5
3,95900,0.0
3,97700,0.5
3,97900,1.0
3,98300,0.5
3,98600,2.0
3,98900,2.0
3,99400,1.0
3,99700,0.0
3,99800,3.0
3,100900,2.0
3,101200,1.0
3,101400,3.5
3,102200,0.5
3,102800,1.0
3,103700,2.5
3,105200,2.0
3,106100,3.0
3,106300,3.0
3,106600,3.0
3,106900,4.0
3,107600,1.5
3,107900,4.5
3,108500,3.5
3,108600,4.5
3,108800,0.0
3,109100,1.5
3,109800,1.0
3,110100,1.0
3,110700,1.0
3,110900,3.5
3,111400,1.0
3,111600,3.0
3,112000,4.0
3,112700,3.0
3,112800,4.0
3,113100,0.5
3,114600,1.0
3,115000,0.5
3,115400,2.0
3,115700,2.0
3,116200,0.0
3,116600,2.0
3,117400,5.5
3,118100,2.0
3,118600,2.0
3,119400,3.0
3,119800,7.0
3,121000,1.0
3,121200,0.0
3,121400,0.0
3,121800,2.0
3,122100,3.0
3,122400,1.0
3,123600,1.5
3,124000,3.0
3,124200,4.0
3,125100,3.0
3,125300,0.5
3,125700,2.5
3,125900,2.0
3,126400,0.0
3,126800,3.0
3,127500,3.0
3,128600,0.0
3,128700,0.5
3,129100,6.0
3,129200,3.5
3,129800,2.0
3,130400,1.0
3,130600,0.0
3,130800,2.5
3,131700,1.0
3,132100,4.0
3,132500,0.5
3,133000,4.5
3,133900,3.5
3,134300,0.0
3,135500,1.0
3,136200,3.5
3,136400,1.0
3,136500,0.5
3,138100,3.0
3,138400,0.0
3,138800,3.0
3,139300,1.5
3,139600,2.0
3,139900,3.5
3,140400,4.0
3,140900,2.0
3,141500,1.0
3,141600,3.5
3,142300,2.0
3,142600,5.0
3,143400,2.0
3,143800,3.0
3,144700,3.0
3,145500,0.0
3,145900,1.0
3,146400,0.0
3,147200,0.0
3,148400,1.0
3,148600,1.0
3,149200,0.5
3,149700,1.0
3,150300,0.0
3,150500,2.0
3,150800,3.0
3,151500,2.0
3,152000,0.0
3,152700,2.5
3,152900,1.0
3,153100,0.0
3,153300,0.0
3,153500,0.0
3,154200,1.0
3,154400,1.0
3,154700,3.5
3,154900,2.0
3,155200,0.0
3,155400,0.0
3,155900,4.0
3,156100,2.0
3,157200,3.5
3,158100,3.0
3,158400,2.0
3,158600,1.0
3,158800,2.5
3,159200,2.0
3,159400,2.0
3,159600,2.0
3,160600,0.0
3,160800,1.0
3,161200,1.5
3,161700,0.5
3,161900,0.0
3,162400,6.0
3,162600,4.0
3,162800,1.0
3,163500,0.5
3,163900,1.5
3,164300,3.5
3,164500,1.0
3,164700,2.0
3,164900,2.0
3,165800,0.5
3,166100,1.0
3,166400,4.0
3,166600,2.0
3,166800,2.0
3,167000,0.0
3,167200,0.5
3,167800,2.0
3,168300,1.0
3,168700,2.0
3,169100,2.0
3,169400,4.0
3,169800,5.0
3,170300,2.0
3,171100,1.0
3,171800,3.0
3,172200,2.5
3,172900,3.0
3,173000,0.0
3,173100,2.0
3,173600,1.5
3,174500,2.0
3,175900,0.0
3,176200,1.0
3,176400,0.5
3,177200,0.5
3,177900,0.5
3,178200,1.0
3,178400,1.0
3,178600,4.0
3,178900,2.0
3,180200,1.0
3,180900,5.0
3,181200,0.5
3,181600,0.5
3,182200,0.0
3,182500,0.5
3,182700,2.0
3,183100,0.5
3,183600,0.5
3,183800,0.0
3,184500,2.5
3,185100,1.0
3,185300,1.5
3,185900,0.0
3,186300,1.0
3,186600,1.0
3,187000,0.0
3,188200,0.0
3,188700,1.0
3,190000,1.0
3,191500,2.0
3,193100,1.0
3,193300,1.0
3,193500,1.0
3,194200,1.0
3,194500,0.5
3,194600,3.0
3,194900,1.0
3,195000,2.0
3,195500,3.5
3,195700,0.5
3,195900,0.5
3,196100,0.5
3,196300,1.5
3,196500,1.0
3,196800,2.0
3,197300,1.0
3,198100,0.5
3,198500,3.0
3,198700,3.5
3,199200,0.0
3,199900,2.0
3,200200,4.0
3,201700,1.5
3,201900,1.0
3,202300,2.0
3,203300,0.0
3,203900,6.0
3,205100,4.5
3,205600,1.0
3,206600,0.5
3,206800,3.0
3,207200,1.5
3,209100,1.0
3,209400,1.0
3,209800,2.5
3,210400,5.0
3,211300,1.0
3,211500,3.0
3,211700,1.0
3,212800,1.0
3,213300,0.0
3,214200,1.0
3,214500,1.0
3,215000,2.0
3,215100,2.0
3,215500,2.0
3,216000,3.0
3,216300,2.0
3,217000,2.0
3,217200,3.0
3,217300,2.0
3,217700,3.5
3,218300,1.0
3,218700,2.5
3,219000,3.0
3,220100,1.0
3,221900,2.0
3,222400,0.0
3,223500,1.0
3,223700,1.5
3,224000,1.0
3,224300,1.0
3,225500,3.0
3,225900,1.0
3,226600,3.5
3,226900,2.5
3,227100,1.5
3,227500,3.0
3,228900,1.0
3,229200,1.0
3,230500,2.0
3,230700,2.0
3,232000,3.5
3,232300,2.0
3,232600,1.0
3,233400,2.0
3,234200,1.0
3,234900,1.5
3,235500,3.5
3,235900,0.0
3,236100,0.0
3,236300,1.5
3,236700,1.5
3,237600,4.0
3,238700,1.0
3,239000,2.5
3,239400,2.0
3,239700,4.0
3,240000,4.5
3,240400,2.0
3,240600,1.0
3,241000,2.0
3,241400,0.5
3,241700,0.0
3,242200,2.0
3,242900,2.0
3,243100,1.0
3,243400,1.0
3,244300,4.0
3,244600,3.0
3,246100,3.0
3,247000,1.0
3,247500,1.0
3,249200,0.0
3,249900,1.0
3,250500,1.0
3,250900,0.0
3,251400,1.5
3,252000,1.0
3,253600,0.5
3,254000,1.0
3,254300,1.0
3,254600,1.0
3,254900,1.5
3,255500,3.0
3,255800,1.0
3,255900,1.0
3,256500,3.0
3,256600,3.0
3,256800,0.0
3,257500,1.5
3,257800,2.0
3,258000,1.0
3,258400,1.0
3,259200,1.5
3,259600,4.0
3,259800,2.0
3,259900,0.5
3,260800,2.5
3,261400,2.0
3,262300,0.0
3,262800,2.0
3,263500,1.0
3,264000,6.5
3,264400,2.0
3,264500,2.0
3,264800,1.0
3,265000,3.5
3,265200,1.0
3,265500,0.5
3,265900,1.0
3,266300,3.0
3,266500,2.0
3,266900,0.0
3,267200,2.0
3,267600,3.5
3,268400,1.0
3,268600,2.5
3,269100,1.0
3,269400,2.0
