day,timestamp,symbol,buyer,seller,qty,notional,aggressor,spread_sym,spread_u,spr_bin_u,fwd_mid_5,fwd_u_5,fwd_h_5,fwd_mid_20,fwd_u_20,fwd_h_20,fwd_mid_100,fwd_u_100,fwd_h_100
2,282200,HYDROGEL_PACK,Mark 14,Mark 38,4,39564.0,sell_agg,16.0,6.0,tight_u,7.0,1.0,7.0,16.0,3.0,16.0,18.0,5.5,18.0
2,282600,VELVETFRUIT_EXTRACT,Mark 49,Mark 22,10,52690.0,sell_agg,3.0,3.0,tight_u,1.0,1.0,4.0,4.5,4.5,10.0,2.0,2.0,6.0
2,282600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,6,31632.0,buy_agg,3.0,3.0,tight_u,1.0,1.0,4.0,4.5,4.5,10.0,2.0,2.0,6.0
2,283300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,5,26350.0,sell_agg,5.0,5.0,tight_u,-2.0,-2.0,3.5,1.0,1.0,7.0,-1.0,-1.0,8.5
2,283700,HYDROGEL_PACK,Mark 38,Mark 14,5,49610.0,buy_agg,16.0,5.0,tight_u,1.0,0.5,1.0,3.0,5.0,3.0,9.0,-1.0,9.0
2,284300,HYDROGEL_PACK,Mark 38,Mark 14,6,59538.0,buy_agg,16.0,5.0,tight_u,1.0,2.0,1.0,3.0,5.0,3.0,9.0,-3.0,9.0
2,285600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,4,21112.0,buy_agg,5.0,5.0,tight_u,4.0,4.0,0.0,2.0,2.0,13.0,-6.0,-6.0,25.0
2,285800,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,6,31656.0,buy_agg,2.0,2.0,tight_u,1.5,1.5,3.0,1.5,1.5,16.5,-3.5,-3.5,24.0
2,286100,VELVETFRUIT_EXTRACT,Mark 22,Mark 55,5,26390.0,sell_agg,3.0,3.0,tight_u,-4.0,-4.0,8.0,-3.0,-3.0,15.0,-7.5,-7.5,31.0
2,286900,VEV_4000,Mark 14,Mark 38,3,3798.0,sell_agg,21.0,5.0,tight_u,1.5,1.5,-2.0,-3.0,-3.0,0.0,-6.5,-6.5,22.0
2,287100,VEV_5400,Mark 01,Mark 22,2,36.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-1.0,-1.0,-3.0,-5.0,-2.0,-7.0,23.0
2,287100,VEV_5500,Mark 01,Mark 22,2,14.0,sell_agg,2.0,5.0,tight_u,0.0,1.0,-1.0,-0.5,-3.0,-5.0,-0.5,-7.0,23.0
2,287100,VEV_6000,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-1.0,0.0,-3.0,-5.0,0.0,-7.0,23.0
2,287100,VEV_6500,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-1.0,0.0,-3.0,-5.0,0.0,-7.0,23.0
2,287600,VEV_5400,Mark 01,Mark 22,2,36.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,2.0,-0.5,-1.5,-7.5,-2.0,-9.0,26.0
2,287600,VEV_5500,Mark 01,Mark 22,2,14.0,sell_agg,2.0,5.0,tight_u,-0.5,-1.0,2.0,-0.5,-1.5,-7.5,-0.5,-9.0,26.0
2,287600,VEV_6000,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,2.0,0.0,-1.5,-7.5,0.0,-9.0,26.0
2,287600,VEV_6500,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,2.0,0.0,-1.5,-7.5,0.0,-9.0,26.0
2,288000,HYDROGEL_PACK,Mark 38,Mark 14,5,49680.0,buy_agg,16.0,5.0,tight_u,1.0,-1.0,1.0,-7.0,-4.0,-7.0,27.0,-8.0,27.0
2,288000,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,8,42192.0,sell_agg,5.0,5.0,tight_u,-1.0,-1.0,1.0,-4.0,-4.0,-7.0,-8.0,-8.0,27.0
2,289300,VEV_5300,Mark 14,Mark 22,2,104.0,sell_agg,2.0,5.0,tight_u,0.0,1.0,-5.5,-1.0,-1.0,-11.5,0.0,1.0,31.5
2,289300,VEV_5400,Mark 01,Mark 22,2,34.0,sell_agg,1.0,5.0,tight_u,0.5,1.0,-5.5,0.0,-1.0,-11.5,0.0,1.0,31.5
2,289300,VEV_5500,Mark 01,Mark 22,2,14.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-5.5,0.0,-1.0,-11.5,0.0,1.0,31.5
2,289300,VEV_6000,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-5.5,0.0,-1.0,-11.5,0.0,1.0,31.5
2,289300,VEV_6500,Mark 01,Mark 22,2,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-5.5,0.0,-1.0,-11.5,0.0,1.0,31.5
2,291000,HYDROGEL_PACK,Mark 14,Mark 38,3,29715.0,sell_agg,16.0,5.0,tight_u,0.0,-2.0,0.0,-1.0,-0.5,-1.0,42.5,-1.5,42.5
2,291800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,4,21068.0,sell_agg,5.0,5.0,tight_u,2.5,2.5,-4.5,2.0,2.0,8.5,-4.0,-4.0,30.5
2,292800,HYDROGEL_PACK,Mark 38,Mark 14,6,59526.0,buy_agg,16.0,5.0,tight_u,5.5,1.0,5.5,25.0,0.0,25.0,28.5,-5.0,28.5
2,293100,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26370.0,buy_agg,5.0,5.0,tight_u,-0.5,-0.5,11.0,0.0,0.0,29.0,-5.0,-5.0,33.0
2,293400,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26365.0,buy_agg,5.0,5.0,tight_u,0.0,0.0,8.0,1.5,1.5,24.0,-2.0,-2.0,24.0
2,293600,VEV_4000,Mark 14,Mark 38,2,2520.0,sell_agg,22.0,6.0,tight_u,-2.0,-2.0,3.0,-1.5,-1.5,19.0,-3.0,-2.5,22.0
2,293700,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,8,42136.0,sell_agg,5.0,5.0,tight_u,-1.0,-1.0,3.0,1.0,1.0,17.0,-2.5,-2.5,22.0
2,294600,VEV_5400,Mark 01,Mark 22,2,32.0,sell_agg,1.0,6.0,tight_u,1.0,3.5,10.5,1.0,4.5,18.5,0.0,1.5,13.5
2,294600,VEV_5500,Mark 14,Mark 22,2,14.0,sell_agg,1.0,6.0,tight_u,0.0,3.5,10.5,0.0,4.5,18.5,0.0,1.5,13.5
2,294600,VEV_6000,Mark 01,Mark 22,2,0.0,sell_agg,1.0,6.0,tight_u,0.0,3.5,10.5,0.0,4.5,18.5,0.0,1.5,13.5
2,294600,VEV_6500,Mark 01,Mark 22,2,0.0,sell_agg,1.0,6.0,tight_u,0.0,3.5,10.5,0.0,4.5,18.5,0.0,1.5,13.5
2,296800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,8,42144.0,sell_agg,6.0,6.0,tight_u,-0.5,-0.5,1.0,2.5,2.5,3.0,1.0,1.0,-13.0
2,299100,HYDROGEL_PACK,Mark 38,Mark 14,3,29889.0,buy_agg,16.0,5.0,tight_u,-4.0,0.0,-4.0,-2.0,-4.0,-2.0,-18.0,0.0,-18.0
2,300800,HYDROGEL_PACK,Mark 14,Mark 38,4,39784.0,sell_agg,16.0,3.0,tight_u,2.0,-5.0,2.0,-12.5,-5.0,-12.5,-16.0,-1.0,-16.0
2,301000,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,8,42136.0,sell_agg,6.0,6.0,tight_u,-2.5,-2.5,-1.5,-3.5,-3.5,-14.5,-0.5,-0.5,-20.5
2,301700,VEV_4000,Mark 14,Mark 38,2,2512.0,sell_agg,21.0,2.0,tight_u,-2.0,-0.5,-6.5,2.0,2.0,-8.5,3.5,6.5,-17.5
2,303100,VEV_4000,Mark 14,Mark 38,1,1256.0,sell_agg,21.0,5.0,tight_u,1.5,2.0,0.0,1.0,1.0,0.0,5.0,5.0,-11.0
2,303800,HYDROGEL_PACK,Mark 14,Mark 38,2,19870.0,sell_agg,16.0,5.0,tight_u,0.0,4.0,0.0,1.0,2.5,1.0,1.0,0.5,1.0
2,305600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15801.0,sell_agg,5.0,5.0,tight_u,3.0,3.0,-1.0,0.5,0.5,-4.5,4.0,4.0,-5.5
2,305700,HYDROGEL_PACK,Mark 38,Mark 14,6,59706.0,buy_agg,15.0,5.0,tight_u,2.5,2.0,2.5,-4.0,1.0,-4.0,2.5,2.5,2.5
2,306000,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26370.0,buy_agg,5.0,5.0,tight_u,-1.0,-1.0,-3.0,0.0,0.0,-12.0,4.0,4.0,4.0
2,306100,HYDROGEL_PACK,Mark 38,Mark 14,5,49760.0,buy_agg,16.0,5.0,tight_u,-3.0,-1.0,-3.0,-9.5,-2.0,-9.5,3.0,2.5,3.0
2,307600,VEV_4000,Mark 38,Mark 14,2,2562.0,buy_agg,22.0,6.0,tight_u,0.5,0.5,-6.0,3.5,3.5,-5.5,4.0,4.0,14.5
2,307900,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,8,42144.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,5.0,4.0,4.0,0.0,4.0,4.0,17.5
2,308400,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15810.0,sell_agg,5.0,5.0,tight_u,1.0,1.0,2.0,-1.0,-1.0,-8.0,-2.0,-2.0,15.0
2,310100,HYDROGEL_PACK,Mark 38,Mark 14,4,39768.0,buy_agg,16.0,5.0,tight_u,3.0,-4.0,3.0,3.5,-6.5,3.5,24.5,4.0,24.5
2,311200,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,8,42120.0,sell_agg,5.0,5.0,tight_u,4.0,4.0,2.0,4.0,4.0,0.0,4.0,4.0,20.0
2,311700,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,6,31638.0,buy_agg,3.0,3.0,tight_u,-3.0,-3.0,3.0,-3.0,-3.0,4.0,-2.0,-2.0,11.0
2,311800,HYDROGEL_PACK,Mark 38,Mark 14,2,19890.0,buy_agg,16.0,5.0,tight_u,2.0,-0.5,2.0,7.0,-0.5,7.0,10.0,0.5,10.0
2,314800,HYDROGEL_PACK,Mark 38,Mark 14,3,29859.0,buy_agg,16.0,5.0,tight_u,5.0,-1.0,5.0,2.0,0.5,2.0,-1.0,-2.0,-1.0
2,315400,HYDROGEL_PACK,Mark 38,Mark 14,4,39824.0,buy_agg,16.0,5.0,tight_u,0.0,0.0,0.0,8.0,1.5,8.0,0.0,-5.0,0.0
2,316700,VEV_5400,Mark 01,Mark 22,3,51.0,sell_agg,2.0,5.0,tight_u,0.0,0.0,6.0,-1.5,-6.0,7.0,-3.0,-14.0,5.0
2,316700,VEV_5500,Mark 01,Mark 22,3,21.0,sell_agg,1.0,5.0,tight_u,0.0,0.0,6.0,0.0,-6.0,7.0,-1.0,-14.0,5.0
2,316700,VEV_6000,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,0.0,6.0,0.0,-6.0,7.0,0.0,-14.0,5.0
2,316700,VEV_6500,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,0.0,6.0,0.0,-6.0,7.0,0.0,-14.0,5.0
2,316800,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,7,36925.0,buy_agg,2.0,2.0,tight_u,0.5,0.5,9.0,-5.0,-5.0,9.0,-11.5,-11.5,7.0
2,316900,HYDROGEL_PACK,Mark 38,Mark 14,2,19908.0,buy_agg,15.0,6.0,tight_u,9.5,0.0,9.5,11.5,-4.5,11.5,6.5,-11.5,6.5
2,317500,VEV_5400,Mark 01,Mark 22,3,51.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,0.0,0.5,0.0,4.0,-2.5,-13.0,-6.0
2,317500,VEV_5500,Mark 01,Mark 22,3,21.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,0.0,0.0,0.0,4.0,-1.0,-13.0,-6.0
2,317500,VEV_6000,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,0.0,0.0,0.0,4.0,0.0,-13.0,-6.0
2,317500,VEV_6500,Mark 01,Mark 22,3,0.0,sell_agg,1.0,5.0,tight_u,0.0,-2.0,0.0,0.0,0.0,4.0,0.0,-13.0,-6.0
2,318100,VEV_4000,Mark 38,Mark 14,1,1284.0,buy_agg,21.0,5.0,tight_u,-4.0,-4.0,0.0,4.5,5.0,2.5,-4.5,-4.5,-3.5
2,320800,VEV_5300,Mark 01,Mark 22,5,260.0,sell_agg,2.0,5.0,tight_u,-1.0,-1.0,-6.5,0.0,1.0,-6.0,-5.0,-11.0,-16.0
2,320800,VEV_5400,Mark 01,Mark 22,5,85.0,sell_agg,1.0,5.0,tight_u,-0.5,-1.0,-6.5,0.0,1.0,-6.0,-2.0,-11.0,-16.0
2,320800,VEV_5500,Mark 01,Mark 22,5,35.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,-6.5,0.0,1.0,-6.0,-1.0,-11.0,-16.0
2,320800,VEV_6000,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,-6.5,0.0,1.0,-6.0,0.0,-11.0,-16.0
2,320800,VEV_6500,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,-6.5,0.0,1.0,-6.0,0.0,-11.0,-16.0
2,321600,VEV_5300,Mark 01,Mark 22,4,200.0,sell_agg,2.0,5.0,tight_u,0.5,1.5,-1.0,0.0,-0.5,-1.0,-1.0,-1.5,-4.0
2,321600,VEV_5400,Mark 01,Mark 22,4,64.0,sell_agg,1.0,5.0,tight_u,0.5,1.5,-1.0,0.0,-0.5,-1.0,0.0,-1.5,-4.0
2,321600,VEV_5500,Mark 01,Mark 22,4,28.0,sell_agg,1.0,5.0,tight_u,0.0,1.5,-1.0,0.0,-0.5,-1.0,0.0,-1.5,-4.0
2,321600,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.5,-1.0,0.0,-0.5,-1.0,0.0,-1.5,-4.0
2,321600,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.5,-1.0,0.0,-0.5,-1.0,0.0,-1.5,-4.0
2,322300,VEV_4000,Mark 38,Mark 14,2,2564.0,buy_agg,21.0,3.0,tight_u,4.0,3.0,3.0,-3.0,-4.0,2.0,-1.5,-2.5,2.0
2,323200,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26380.0,buy_agg,5.0,5.0,tight_u,-4.0,-4.0,-4.0,-5.0,-5.0,-10.0,-5.5,-5.5,1.0
2,323500,VELVETFRUIT_EXTRACT,Mark 67,Mark 49,14,73766.0,buy_agg,2.0,2.0,tight_u,-0.5,-0.5,-1.0,0.5,0.5,-5.0,3.0,3.0,2.0
2,327600,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26330.0,buy_agg,5.0,5.0,tight_u,5.5,5.5,1.5,0.0,0.0,-2.0,9.5,9.5,6.0
2,328500,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,7,36883.0,buy_agg,5.0,5.0,tight_u,-3.5,-3.5,-1.0,-3.0,-3.0,-13.0,0.5,0.5,1.0
2,328700,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26340.0,buy_agg,5.0,5.0,tight_u,-2.0,-2.0,-3.0,-3.0,-3.0,-13.0,3.5,3.5,1.0
2,328700,VEV_4000,Mark 14,Mark 38,3,3765.0,sell_agg,21.0,5.0,tight_u,-2.0,-2.0,-3.0,-3.0,-3.0,-13.0,3.5,3.5,1.0
2,328900,HYDROGEL_PACK,Mark 38,Mark 14,2,19916.0,buy_agg,16.0,5.0,tight_u,-1.0,0.0,-1.0,-10.0,2.0,-10.0,5.0,2.0,5.0
2,330400,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,8,42088.0,sell_agg,2.0,2.0,tight_u,4.5,4.5,-2.0,7.5,7.5,9.0,5.5,5.5,17.0
2,332600,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,8,42192.0,buy_agg,6.0,6.0,tight_u,-0.5,-0.5,3.0,1.5,1.5,-7.0,-0.5,-0.5,6.0
2,332800,HYDROGEL_PACK,Mark 14,Mark 38,3,29841.0,sell_agg,16.0,6.0,tight_u,-1.0,-1.5,-1.0,-7.5,-1.5,-7.5,3.0,-1.5,3.0
2,333200,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,7,36883.0,buy_agg,2.0,2.0,tight_u,0.5,0.5,-2.0,1.5,1.5,-13.0,4.5,4.5,-3.5
2,333900,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,7,36911.0,buy_agg,6.0,6.0,tight_u,0.0,0.0,-7.0,0.5,0.5,-13.0,2.5,2.5,-4.0
2,335400,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,6,31626.0,buy_agg,5.0,5.0,tight_u,2.0,2.0,-1.0,5.0,5.0,9.0,-1.0,-1.0,9.0
2,336800,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,5,26340.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,8.5,-3.5,-3.5,16.0,-5.0,-5.0,0.0
2,337000,VELVETFRUIT_EXTRACT,Mark 67,Mark 22,6,31626.0,buy_agg,2.0,2.0,tight_u,3.5,3.5,14.0,-1.5,-1.5,13.0,-2.5,-2.5,0.0
2,338400,HYDROGEL_PACK,Mark 14,Mark 38,4,39792.0,sell_agg,16.0,6.0,tight_u,-1.0,-1.5,-1.0,3.0,-0.5,3.0,-5.0,0.5,-5.0
2,340200,HYDROGEL_PACK,Mark 14,Mark 38,2,19902.0,sell_agg,16.0,5.0,tight_u,3.0,4.0,3.0,1.0,8.0,1.0,-1.0,-1.5,-1.0
2,340500,VEV_4000,Mark 14,Mark 38,3,3771.0,sell_agg,21.0,5.0,tight_u,2.0,2.0,-6.0,3.0,3.0,-3.0,-3.0,-3.0,-10.0
2,341400,VEV_5400,Mark 01,Mark 22,4,64.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,-3.0,1.0,2.0,-4.0,-2.0,-12.5,-17.0
2,341400,VEV_5500,Mark 14,Mark 22,4,28.0,sell_agg,1.0,5.0,tight_u,-1.0,-1.0,-3.0,0.0,2.0,-4.0,-1.5,-12.5,-17.0
2,341400,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,-3.0,0.0,2.0,-4.0,0.0,-12.5,-17.0
2,341400,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,-3.0,0.0,2.0,-4.0,0.0,-12.5,-17.0
2,342300,HYDROGEL_PACK,Mark 38,Mark 14,2,19932.0,buy_agg,16.0,5.0,tight_u,0.0,-2.0,0.0,-6.0,-4.0,-6.0,1.0,-18.0,1.0
2,344000,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,3,15807.0,sell_agg,5.0,5.0,tight_u,-4.0,-4.0,0.0,-7.5,-7.5,-7.0,-14.0,-14.0,16.5
2,344100,HYDROGEL_PACK,Mark 14,Mark 38,3,29826.0,sell_agg,16.0,5.0,tight_u,0.0,-2.5,0.0,-11.0,-7.5,-11.0,15.0,-12.0,15.0
2,344500,HYDROGEL_PACK,Mark 14,Mark 38,3,29826.0,sell_agg,16.0,5.0,tight_u,-2.0,-0.5,-2.0,-9.5,-3.5,-9.5,16.0,-8.5,16.0
2,344600,HYDROGEL_PACK,Mark 38,Mark 14,6,59748.0,buy_agg,16.0,6.0,tight_u,-2.0,-1.5,-2.0,-12.0,-2.5,-12.0,18.0,-7.5,18.0
2,344600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,7,36855.0,sell_agg,6.0,6.0,tight_u,-1.5,-1.5,-2.0,-2.5,-2.5,-12.0,-7.5,-7.5,18.0
2,344900,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,6,31590.0,sell_agg,5.0,5.0,tight_u,0.0,0.0,2.0,-2.0,-2.0,-6.0,-5.5,-5.5,17.0
2,346100,HYDROGEL_PACK,Mark 38,Mark 14,2,19894.0,buy_agg,16.0,6.0,tight_u,-1.0,2.5,-1.0,-1.0,4.0,-1.0,37.0,-1.0,37.0
2,347400,HYDROGEL_PACK,Mark 38,Mark 14,4,39788.0,buy_agg,16.0,5.0,tight_u,-4.0,-1.0,-4.0,12.0,-2.0,12.0,37.0,-2.0,37.0
2,347800,VEV_5400,Mark 01,Mark 22,4,60.0,sell_agg,1.0,6.0,tight_u,1.0,2.5,15.5,0.0,-0.5,22.0,0.5,1.0,46.0
2,347800,VEV_5500,Mark 01,Mark 22,4,24.0,sell_agg,1.0,6.0,tight_u,0.0,2.5,15.5,0.0,-0.5,22.0,0.0,1.0,46.0
2,347800,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,2.5,15.5,0.0,-0.5,22.0,0.0,1.0,46.0
2,347800,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,2.5,15.5,0.0,-0.5,22.0,0.0,1.0,46.0
2,350600,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,5,26330.0,buy_agg,5.0,5.0,tight_u,-6.0,-6.0,-7.0,-7.5,-7.5,11.0,2.0,2.0,37.0
2,350700,VEV_5300,Mark 14,Mark 22,4,188.0,sell_agg,2.0,6.0,tight_u,-3.0,-7.5,-8.0,-3.0,-7.5,11.0,1.0,2.5,35.0
2,350700,VEV_5400,Mark 01,Mark 22,4,60.0,sell_agg,1.0,6.0,tight_u,-1.5,-7.5,-8.0,-1.5,-7.5,11.0,0.0,2.5,35.0
2,350700,VEV_5500,Mark 01,Mark 22,4,24.0,sell_agg,1.0,6.0,tight_u,-1.0,-7.5,-8.0,-1.0,-7.5,11.0,0.0,2.5,35.0
2,350700,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,-7.5,-8.0,0.0,-7.5,11.0,0.0,2.5,35.0
2,350700,VEV_6500,Mark 01,Mark 22,4,0.0,sell_agg,1.0,6.0,tight_u,0.0,-7.5,-8.0,0.0,-7.5,11.0,0.0,2.5,35.0
2,351400,HYDROGEL_PACK,Mark 14,Mark 38,6,59622.0,sell_agg,16.0,6.0,tight_u,8.0,-3.0,8.0,23.0,-2.5,23.0,43.0,5.5,43.0
2,352100,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,4,21008.0,sell_agg,5.0,5.0,tight_u,1.5,1.5,11.0,4.0,4.0,12.0,8.0,8.0,33.0
2,352300,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,8,42056.0,buy_agg,5.0,5.0,tight_u,0.0,0.0,2.0,5.0,5.0,6.0,7.0,7.0,28.0
2,353600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,7,36778.0,sell_agg,5.0,5.0,tight_u,2.0,2.0,-4.0,5.0,5.0,3.0,5.0,5.0,9.0
2,353800,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36799.0,sell_agg,5.0,5.0,tight_u,0.0,0.0,-4.0,1.0,1.0,2.0,-0.5,-0.5,4.0
2,356500,VELVETFRUIT_EXTRACT,Mark 55,Mark 14,6,31578.0,buy_agg,5.0,5.0,tight_u,1.0,1.0,1.0,2.5,2.5,-10.0,-0.5,-0.5,18.0
2,358300,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36827.0,sell_agg,5.0,5.0,tight_u,-3.0,-3.0,1.0,-1.0,-1.0,18.0,-4.0,-4.0,26.0
2,358400,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,5,26330.0,buy_agg,6.0,6.0,tight_u,-1.5,-1.5,7.0,0.5,0.5,20.0,-3.5,-3.5,30.0
2,358500,VEV_5300,Mark 01,Mark 22,2,94.0,sell_agg,2.0,6.0,tight_u,0.0,-0.5,9.5,1.0,3.5,22.0,-2.0,-3.5,26.0
2,358500,VEV_5400,Mark 01,Mark 22,2,30.0,sell_agg,1.0,6.0,tight_u,0.0,-0.5,9.5,0.0,3.5,22.0,-1.0,-3.5,26.0
2,358500,VEV_5500,Mark 01,Mark 22,2,12.0,sell_agg,1.0,6.0,tight_u,0.0,-0.5,9.5,0.0,3.5,22.0,-1.0,-3.5,26.0
2,358500,VEV_6000,Mark 01,Mark 22,2,0.0,sell_agg,1.0,6.0,tight_u,0.0,-0.5,9.5,0.0,3.5,22.0,0.0,-3.5,26.0
2,358500,VEV_6500,Mark 01,Mark 22,2,0.0,sell_agg,1.0,6.0,tight_u,0.0,-0.5,9.5,0.0,3.5,22.0,0.0,-3.5,26.0
2,359500,HYDROGEL_PACK,Mark 14,Mark 38,5,49860.0,sell_agg,16.0,5.0,tight_u,3.0,2.0,3.0,6.0,2.0,6.0,-1.0,-6.5,-1.0
2,360000,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,7,36869.0,buy_agg,5.0,5.0,tight_u,2.0,2.0,4.0,-2.0,-2.0,5.0,-12.0,-12.0,2.0
2,361300,VELVETFRUIT_EXTRACT,Mark 55,Mark 01,3,15801.0,buy_agg,6.0,6.0,tight_u,-0.5,-0.5,-4.0,-2.5,-2.5,-9.5,-15.0,-15.0,-5.0
2,361600,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,5,26300.0,sell_agg,6.0,6.0,tight_u,-0.5,-0.5,-4.5,-1.5,-1.5,-12.5,-9.0,-9.0,-3.5
2,362500,VELVETFRUIT_EXTRACT,Mark 01,Mark 55,5,26300.0,sell_agg,6.0,6.0,tight_u,0.5,0.5,-2.0,-3.0,-3.0,-4.0,-10.5,-10.5,5.0
2,362600,VEV_5300,Mark 01,Mark 22,5,235.0,sell_agg,2.0,5.0,tight_u,0.0,1.0,-6.0,-2.0,-4.0,0.0,-4.0,-8.5,4.0
2,362600,VEV_5500,Mark 01,Mark 22,5,30.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-6.0,-1.0,-4.0,0.0,-1.0,-8.5,4.0
2,362600,VEV_6000,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-6.0,0.0,-4.0,0.0,0.0,-8.5,4.0
2,362600,VEV_6500,Mark 01,Mark 22,5,0.0,sell_agg,1.0,5.0,tight_u,0.0,1.0,-6.0,0.0,-4.0,0.0,0.0,-8.5,4.0
2,363300,VEV_4000,Mark 38,Mark 14,1,1272.0,buy_agg,21.0,5.0,tight_u,-2.5,-2.5,-6.5,-2.5,-2.5,12.5,-9.0,-9.5,4.5
2,365300,HYDROGEL_PACK,Mark 14,Mark 38,2,19968.0,sell_agg,16.0,6.0,tight_u,-2.0,-0.5,-2.0,7.0,2.5,7.0,-15.0,-4.5,-15.0
2,365400,VELVETFRUIT_EXTRACT,Mark 14,Mark 55,7,36799.0,sell_agg,2.0,2.0,tight_u,-0.5,-0.5,-1.0,2.5,2.5,6.0,-4.5,-4.5,-11.0
2,365600,VEV_5300,Mark 01,Mark 22,4,180.0,sell_agg,2.0,5.0,tight_u,0.0,-1.0,8.0,1.0,2.0,7.0,-2.0,-5.0,-9.0
2,365600,VEV_5400,Mark 01,Mark 22,4,56.0,sell_agg,1.0,5.0,tight_u,-0.5,-1.0,8.0,0.0,2.0,7.0,-1.0,-5.0,-9.0
2,365600,VEV_5500,Mark 01,Mark 22,4,20.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,8.0,0.5,2.0,7.0,0.0,-5.0,-9.0
2,365600,VEV_6000,Mark 01,Mark 22,4,0.0,sell_agg,1.0,5.0,tight_u,0.0,-1.0,8.0,0.0,2.0,7.0,0.0,-5.0,-9.0
